diet_pattern,food_group,outcome,impact_median_day,impact_median_year
Vegan,dairy_tot,CED (mJ),0,0
Vegan,dairy_tot,CVD (deaths),NA,0
Vegan,dairy_tot,Food_price ($),-0.565502758499548,-206.40850685233502
Vegan,dairy_tot,GHG (kgCO2eq),0,0
Vegan,dairy_tot,WATER (litereq),0,0
Vegan,fruit_exc_juice,BLUEWATER (L),60.9358234385973,22241.575555088017
Vegan,fruit_exc_juice,Cancer (cases),NA,5001.45979474112
Vegan,fruit_exc_juice,CED (mJ),0.989758152274221,361.2617255800907
Vegan,fruit_exc_juice,CVD (deaths),NA,39346.7270002041
Vegan,fruit_exc_juice,Food_price ($),1.52235171541994,555.6583761282781
Vegan,fruit_exc_juice,GHG (kgCO2eq),0.130046516884806,47.46697866295419
Vegan,fruit_exc_juice,WATER (litereq),450.886433172241,164573.54810786797
Vegan,fruit_juice,BLUEWATER (L),21.6067920932989,7886.479114054098
Vegan,fruit_juice,CED (mJ),0.534107099715735,194.94909139624326
Vegan,fruit_juice,Food_price ($),0.149113345325362,54.42637104375713
Vegan,fruit_juice,GHG (kgCO2eq),0.0675726706734255,24.664024795800305
Vegan,fruit_juice,WATER (litereq),184.724635315668,67424.49189021882
Vegan,gr_refined,BLUEWATER (L),-30.0996126810112,-10986.358628569089
Vegan,gr_refined,CED (mJ),-0.351223161205518,-128.19645384001407
Vegan,gr_refined,Food_price ($),-1.04303736636439,-380.7086387230023
Vegan,gr_refined,GHG (kgCO2eq),-0.0612411947105804,-22.353036069361846
Vegan,gr_refined,WATER (litereq),-94.6616615934608,-34551.50648161319
Vegan,gr_whole,BLUEWATER (L),33.3398847361081,12169.057928679455
Vegan,gr_whole,Cancer (cases),NA,29263.258955636
Vegan,gr_whole,CED (mJ),0.543952911986946,198.54281287523528
Vegan,gr_whole,CVD (deaths),NA,50128.7648128309
Vegan,gr_whole,Food_price ($),0.919547315514437,335.63477016276954
Vegan,gr_whole,GHG (kgCO2eq),0.086034145634841,31.402463156716966
Vegan,gr_whole,WATER (litereq),154.727831389352,56475.65845711347
Vegan,leg_tot,BLUEWATER (L),30.7785974216133,11234.188058888854
Vegan,leg_tot,Cancer (cases),NA,13214.9730852266
Vegan,leg_tot,CED (mJ),0.518045730349238,189.08669157747184
Vegan,leg_tot,CVD (deaths),NA,43246.502182224
Vegan,leg_tot,Food_price ($),0.589460894016238,215.15322631592687
Vegan,leg_tot,GHG (kgCO2eq),0.0862092617799085,31.4663805496666
Vegan,leg_tot,WATER (litereq),127.469781353383,46526.470193984795
Vegan,oil,BLUEWATER (L),-0.279032411799687,-101.84683030688576
Vegan,oil,CED (mJ),-0.00899898912852338,-3.284631031911034
Vegan,oil,Food_price ($),-0.00687780247791203,-2.510397904437891
Vegan,oil,GHG (kgCO2eq),-0.00109816442163304,-0.40083001389605954
Vegan,oil,WATER (litereq),-0.779428017039025,-284.49122621924414
Vegan,pf_egg,BLUEWATER (L),-18.3845666091801,-6710.366812350737
Vegan,pf_egg,CED (mJ),-0.939814935129289,-343.0324513221905
Vegan,pf_egg,Food_price ($),-1.22985517724668,-448.89713969503816
Vegan,pf_egg,GHG (kgCO2eq),-0.153384951874816,-55.985507434307834
Vegan,pf_egg,WATER (litereq),-42.1874077383679,-15398.403824504285
Vegan,pf_ns,BLUEWATER (L),21.9843179944215,8024.276067963847
Vegan,pf_ns,Cancer (cases),NA,618.697382723694
Vegan,pf_ns,CED (mJ),0.0590163836040514,21.54098001547876
Vegan,pf_ns,CVD (deaths),NA,38360.1938651419
Vegan,pf_ns,Food_price ($),0.0993061017875794,36.246727152466484
Vegan,pf_ns,GHG (kgCO2eq),0.0102508812973285,3.7415716735249025
Vegan,pf_ns,WATER (litereq),128.044304834233,46736.171264495046
Vegan,pf_pm,BLUEWATER (L),0,0
Vegan,pf_pm,Cancer (cases),NA,14009.0897748626
Vegan,pf_pm,CED (mJ),0,0
Vegan,pf_pm,CVD (deaths),NA,66719.1490036747
Vegan,pf_pm,Food_price ($),-0.856126131512912,-312.48603800221287
Vegan,pf_pm,GHG (kgCO2eq),0,0
Vegan,pf_pm,WATER (litereq),0,0
Vegan,pf_poultry,BLUEWATER (L),0,0
Vegan,pf_poultry,CED (mJ),0,0
Vegan,pf_poultry,Food_price ($),-1.65967841912712,-605.7826229813988
Vegan,pf_poultry,GHG (kgCO2eq),0,0
Vegan,pf_poultry,WATER (litereq),0,0
Vegan,pf_poultry_tot,BLUEWATER (L),-57.3088764342341,-20917.739898495445
Vegan,pf_poultry_tot,CED (mJ),-1.79052168581742,-653.5404153233583
Vegan,pf_poultry_tot,Food_price ($),0,0
Vegan,pf_poultry_tot,GHG (kgCO2eq),-0.258868639345885,-94.48705336124803
Vegan,pf_poultry_tot,WATER (litereq),-123.034574305439,-44907.61962148523
Vegan,pf_redm,BLUEWATER (L),0,0
Vegan,pf_redm,Cancer (cases),NA,9496.45098314288
Vegan,pf_redm,CED (mJ),0,0
Vegan,pf_redm,CVD (deaths),NA,37149.9801248133
Vegan,pf_redm,Food_price ($),-2.99999319385168,-1094.997515755863
Vegan,pf_redm,GHG (kgCO2eq),0,0
Vegan,pf_redm,WATER (litereq),0,0
Vegan,pf_redm_tot,BLUEWATER (L),-108.482908314751,-39596.261534884114
Vegan,pf_redm_tot,CED (mJ),-4.77515627183102,-1742.9320392183222
Vegan,pf_redm_tot,Food_price ($),0,0
Vegan,pf_redm_tot,GHG (kgCO2eq),-2.07184807172779,-756.2245461806434
Vegan,pf_redm_tot,WATER (litereq),-613.534701962245,-223940.16621621943
Vegan,pf_seafood,BLUEWATER (L),-1.32725118108475,-484.44668109593374
Vegan,pf_seafood,Cancer (cases),NA,0
Vegan,pf_seafood,CED (mJ),-4.06626639012424,-1484.1872323953476
Vegan,pf_seafood,CVD (deaths),NA,0.0260692257065251
Vegan,pf_seafood,Food_price ($),-1.4825808408218,-541.142006899957
Vegan,pf_seafood,GHG (kgCO2eq),-0.234236547080607,-85.49633968442156
Vegan,pf_seafood,WATER (litereq),-9.2184680589714,-3364.740841524561
Vegan,sat_fat,BLUEWATER (L),-14.5006591515464,-5292.740590314435
Vegan,sat_fat,CED (mJ),-0.814202388754848,-297.18387189551953
Vegan,sat_fat,Food_price ($),-0.0835601601290471,-30.499458447102192
Vegan,sat_fat,GHG (kgCO2eq),-0.22057275174126,-80.5090543855599
Vegan,sat_fat,WATER (litereq),-65.6272120788428,-23953.932408777622
Vegan,sodium,Cancer (cases),NA,0
Vegan,sodium,CVD (deaths),NA,42819.5613826702
Vegan,ssb,Cancer (cases),NA,337.809897750778
Vegan,ssb,CVD (deaths),NA,7170.48946306813
Vegan,veg_dg,BLUEWATER (L),2.66537764475968,972.8628403372833
Vegan,veg_dg,CED (mJ),0.0428780685271991,15.650495012427672
Vegan,veg_dg,Food_price ($),0.0739977234363466,27.009169054266508
Vegan,veg_dg,GHG (kgCO2eq),0.00487486020088518,1.7793239733230908
Vegan,veg_dg,WATER (litereq),33.4010297300759,12191.375851477702
Vegan,veg_exc_sta,Cancer (cases),NA,3807.41157824615
Vegan,veg_exc_sta,CVD (deaths),NA,19188.5382037686
Vegan,veg_oth,BLUEWATER (L),0.523376570290565,191.0324481560562
Vegan,veg_oth,CED (mJ),0.00840998744125839,3.0696454160593123
Vegan,veg_oth,Food_price ($),0.0639164120590013,23.329490401535473
Vegan,veg_oth,GHG (kgCO2eq),7.9804027067097e-4,0.29128469879490404
Vegan,veg_oth,WATER (litereq),4.40685741415154,1608.502956165312
Vegan,veg_ro,BLUEWATER (L),8.27059392971285,3018.7667843451904
Vegan,veg_ro,CED (mJ),0.465896937427585,170.05238216106852
Vegan,veg_ro,Food_price ($),0.489765228513409,178.76430840739428
Vegan,veg_ro,GHG (kgCO2eq),0.0561363288883445,20.48976004424574
Vegan,veg_ro,WATER (litereq),63.8567522543887,23307.714572851877
Vegan,veg_sta,BLUEWATER (L),12.4215881970562,4533.879691925513
Vegan,veg_sta,CED (mJ),0.319461965556849,116.60361742824989
Vegan,veg_sta,Food_price ($),0.21012271952571,76.69479262688415
Vegan,veg_sta,GHG (kgCO2eq),0.0361538346454525,13.196149645590163
Vegan,veg_sta,WATER (litereq),54.9561891207499,20059.009029073713
