diet_pattern,outcome,food_group,total_impact_current,total_LB_current,total_UB_current,total_impact_CF,total_LB_CF,total_UB_CF,perc_change,perc_change_LB,perc_change_UB
US,CED (MJ),pf_poultry_tot,421804713.530507,413613081.829475,428765396.944939,348388771.537825,348388771.537825,348388771.537825,-17.405197153486107,-15.769402167637622,-18.746061594479787
US,CED (MJ),pf_redm,0,0,0,0,0,0,NA,NA,NA
US,CED (MJ),pf_redm_tot,1136264952.45196,1115974928.51664,1155700603.16957,930830784.634686,930830784.634686,930830784.634686,-18.079776849049615,-16.59034976063921,-19.45744580544188
US,CED (MJ),pf_seafood,820328279.797377,788846640.932739,856362132.464963,1795642642.47941,1795642642.47941,1795642642.47941,118.89317809730244,127.62886336895936,109.68263009374444
US,CED (MJ),sat_fat,427129080.308255,424146001.297894,430141685.564973,219087735.167607,219087735.167607,219087735.167607,-48.70690260436179,-48.34615097226077,-49.06614668609844
US,CED (MJ),veg_dg,29679998.4034495,28586165.5025782,30887354.9865591,43589541.6874079,43589541.6874079,43589541.6874079,46.86504053969825,52.48474540412404,41.124229337139
US,CED (MJ),veg_oth,77069812.4634203,75415150.0121431,78689270.826517,85588865.5348417,85588865.5348417,85588865.5348417,11.053683406151798,13.490280826943204,8.768151789760454
US,CED (MJ),veg_ro,91396884.1331197,89583969.2571985,93171176.9279532,197233246.003642,197233246.003642,197233246.003642,115.79865426962637,120.16578148862651,111.68912157904502
US,CED (MJ),veg_sta,73707007.4994431,72253752.8568597,75278739.2000002,122239516.174551,122239516.174551,122239516.174551,65.84517581381199,69.18085406126514,62.382523237783815
Veg,CED (MJ),added_sugar,145876872.910097,143554023.629044,148244245.336119,16597595.7633591,16597595.7633591,16597595.7633591,-88.62218840296357,-88.43808390474047,-88.80388528692845
Veg,CED (MJ),dairy_cow,617943378.438874,607816131.920586,628119053.597005,1352570607.09718,1352570607.09718,1352570607.09718,118.88261194969243,122.52956709511942,115.33666258832768
Veg,CED (MJ),dairy_soy,3409911.42969983,2661440.80632984,4198806.9749841,0,0,0,-100,-100,-100
Veg,CED (MJ),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Veg,CED (MJ),fruit_exc_juice,157715285.563438,153400226.132675,162567690.826049,358104019.026201,358104019.026201,358104019.026201,127.0572682583518,133.44425758308782,120.27994443827106
Veg,CED (MJ),fruit_juice,128882409.050335,122690996.199074,134593201.787511,240550036.653078,240550036.653078,240550036.653078,86.64303253295896,96.06168676205884,78.72376424542328
Veg,CED (MJ),gr_refined,197503419.28751,195438056.296351,199469013.420215,111479159.887062,111479159.887062,111479159.887062,-43.55583296267931,-42.959338626443646,-44.11204127619942
Veg,CED (MJ),gr_whole,43325265.3778348,42114948.9846114,44329914.7541882,173822694.965247,173822694.965247,173822694.965247,301.2039936728805,312.7339558900119,292.1115028736313
Veg,CED (MJ),leg_tot,25309083.0141686,24449997.3808379,26189789.6412479,140101795.809943,140101795.809943,140101795.809943,453.5633026748176,473.01354117830874,434.94815242535634
Veg,CED (MJ),oil,74833495.4184508,74013074.9659774,75673231.1613608,73323588.8793782,73323588.8793782,73323588.8793782,-2.017688109621996,-0.931573356351086,-3.1049847428509727
Veg,CED (MJ),pf_egg,235462113.247298,228112523.789894,243180776.367501,157274766.925978,157274766.925978,157274766.925978,-33.20591378503532,-31.05386573564985,-35.32598699812507
Veg,CED (MJ),pf_ns,25709279.6633397,24732677.0751782,26731285.2812954,38480676.8859892,38480676.8859892,38480676.8859892,49.67621570845077,55.58637978825406,43.953709973366536
Veg,CED (MJ),pf_pm,0,0,0,0,0,0,NA,NA,NA
Veg,CED (MJ),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Veg,CED (MJ),pf_poultry_tot,421383176.715047,413546366.159312,429321704.712751,0,0,0,-100,-100,-100
Veg,CED (MJ),pf_redm,0,0,0,0,0,0,NA,NA,NA
Veg,CED (MJ),pf_redm_tot,1136245512.95688,1115818903.52782,1155565152.32282,0,0,0,-100,-100,-100
Veg,CED (MJ),pf_seafood,820105516.143277,787634660.471807,850594269.963668,0,0,0,-100,-100,-100
Veg,CED (MJ),sat_fat,427150193.646792,424286760.6582,430154032.911547,228291721.041115,228291721.041115,228291721.041115,-46.55469564649476,-46.194003157919916,-46.92791335794384
Veg,CED (MJ),veg_dg,29717566.5977349,28557632.7148522,30936126.2051053,43589541.6874079,43589541.6874079,43589541.6874079,46.67937747880858,52.6370974886092,40.90174509378115
Veg,CED (MJ),veg_oth,77052594.7073094,75376713.2039521,78598933.6100215,85588865.5348417,85588865.5348417,85588865.5348417,11.078498861664595,13.54815286686467,8.893163817592777
Veg,CED (MJ),veg_ro,91425602.1113582,89541011.4178657,93287445.4400834,197233246.003642,197233246.003642,197233246.003642,115.73086908786007,120.27140734786137,111.42528351290404
Veg,CED (MJ),veg_sta,73668744.0354425,72144218.6039885,75188774.1605609,122239516.174551,122239516.174551,122239516.174551,65.9313156143137,69.43771592501935,62.57681753597443
Vegan,CED (MJ),added_sugar,145886591.646674,143407267.280235,148477744.808878,16597595.7633591,16597595.7633591,16597595.7633591,-88.6229463749779,-88.42625197583229,-88.82149255114045
Vegan,CED (MJ),dairy_cow,617609483.030422,607966745.880803,628153977.744809,0,0,0,-100,-100,-100
Vegan,CED (MJ),dairy_soy,3422747.31000422,2648835.01370551,4138372.83551363,229016738.539632,229016738.539632,229016738.539632,6591.020919664374,8545.941984104767,5433.980326139654
Vegan,CED (MJ),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Vegan,CED (MJ),fruit_exc_juice,157917810.794853,153320373.91488,162603613.841349,358104019.026201,358104019.026201,358104019.026201,126.7660735820387,133.5658398700568,120.23127934634965
Vegan,CED (MJ),fruit_juice,128655088.112533,122513939.205347,135090031.120297,240550036.653078,240550036.653078,240550036.653078,86.97281248812475,96.34503486977866,78.06646031406223
Vegan,CED (MJ),gr_refined,197507473.846441,195370311.85641,199681482.819234,111479159.887062,111479159.887062,111479159.887062,-43.556991684408196,-42.93955984008712,-44.171508387695155
Vegan,CED (MJ),gr_whole,43281398.9319689,42081976.7714302,44377160.3876666,173822694.965247,173822694.965247,173822694.965247,301.61062085462424,313.0573425991164,291.69404587129964
Vegan,CED (MJ),leg_tot,25325728.4595811,24464799.3318172,26204640.9477676,153328189.120671,153328189.120671,153328189.120671,505.4245956454006,526.729804896716,485.1184506831916
Vegan,CED (MJ),oil,74871432.6144971,73963309.8868271,75714686.0988686,73323588.8793782,73323588.8793782,73323588.8793782,-2.0673355391615575,-0.8649166842691979,-3.158036231396493
Vegan,CED (MJ),pf_egg,235569184.840516,227681672.979498,243731168.228177,0,0,0,-100,-100,-100
Vegan,CED (MJ),pf_ns,25732341.44981,24774500.0191962,26673321.5956787,43867971.6500277,43867971.6500277,43867971.6500277,70.47796344374876,77.06904928873305,64.46385011582014
Vegan,CED (MJ),pf_pm,0,0,0,0,0,0,NA,NA,NA
Vegan,CED (MJ),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Vegan,CED (MJ),pf_poultry_tot,421625706.653586,413476662.657705,429975515.161224,0,0,0,-100,-100,-100
Vegan,CED (MJ),pf_redm,0,0,0,0,0,0,NA,NA,NA
Vegan,CED (MJ),pf_redm_tot,1136450677.48912,1115337722.54468,1156761967.40375,0,0,0,-100,-100,-100
Vegan,CED (MJ),pf_seafood,819859598.233752,789602436.700107,855621819.62411,0,0,0,-100,-100,-100
Vegan,CED (MJ),sat_fat,427134935.578591,424174917.324342,430074045.396184,228291721.041115,228291721.041115,228291721.041115,-46.55278647908436,-46.17981598696145,-46.91804272196599
Vegan,CED (MJ),veg_dg,29691299.1189221,28404892.683101,30872526.7652464,43589541.6874079,43589541.6874079,43589541.6874079,46.809142681225865,53.45786436764378,41.19201197511702
Vegan,CED (MJ),veg_oth,77025560.1920293,75563313.3629808,78623326.1456711,85588865.5348417,85588865.5348417,85588865.5348417,11.117485314567755,13.267750877600504,8.859380200050358
Vegan,CED (MJ),veg_ro,91364812.0454097,89563536.6980492,93215940.682718,197233246.003642,197233246.003642,197233246.003642,115.87440677447472,120.21600896421273,111.58746514715862
Vegan,CED (MJ),veg_sta,73740542.3355282,72149657.5683329,75345882.8997495,122239516.174551,122239516.174551,122239516.174551,65.76975474135615,69.42494295108473,62.23781774140893
DGAplus,FL (mrh-eq),added_sugar,6692762.86658019,6572871.48461997,6811798.49466343,761666.666529162,761666.666529162,761666.666529162,-88.6195479846972,-88.41196472026867,-88.81842046376042
DGAplus,FL (mrh-eq),dairy_cow,14468113.9886212,14244202.5758492,14698700.7935123,31686254.3649031,31686254.3649031,31686254.3649031,119.00749738233696,122.45018066947884,115.57180331807797
DGAplus,FL (mrh-eq),dairy_soy,574694.001729389,456743.109549536,693512.929929009,0,0,0,-100,-100,-100
DGAplus,FL (mrh-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
DGAplus,FL (mrh-eq),fruit_exc_juice,10238129.8644166,9942716.71650572,10547109.1616517,30142470.1232622,30142470.1232622,30142470.1232622,194.41382872105044,203.16130875199582,185.7889271958746
DGAplus,FL (mrh-eq),fruit_juice,8005704.23556389,7641293.83091929,8376875.05612546,0,0,0,-100,-100,-100
DGAplus,FL (mrh-eq),gr_refined,4453868.53024598,4408545.3865735,4499601.29904649,2097175.64892961,2097175.64892961,2097175.64892961,-52.913391253293554,-52.42930569986443,-53.391967208871996
DGAplus,FL (mrh-eq),gr_whole,806778.009377219,783539.262647371,828054.130224375,3224340.86546467,3224340.86546467,3224340.86546467,299.6565136862933,311.50980163654833,289.38769191224026
DGAplus,FL (mrh-eq),leg_tot,1072902.95335749,1035933.62747989,1109954.52904924,3648265.95662174,3648265.95662174,3648265.95662174,240.03690130640757,252.1717858987604,228.6860732706551
DGAplus,FL (mrh-eq),oil,3807779.78627271,3766367.31517823,3851678.61608423,3731092.42372769,3731092.42372769,3731092.42372769,-2.013965272400554,-0.9365759762300535,-3.1307438749688075
DGAplus,FL (mrh-eq),pf_egg,3367917.49754778,3258521.55124816,3483062.720148,1309722.81894536,1309722.81894536,1309722.81894536,-61.111790300713,-59.80622505185895,-62.39738057631911
DGAplus,FL (mrh-eq),pf_ns,6683931.87797553,6421915.42287773,6927374.17109173,9744230.72143041,9744230.72143041,9744230.72143041,45.785907147542645,51.73402450485581,40.66268806575455
DGAplus,FL (mrh-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
DGAplus,FL (mrh-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
DGAplus,FL (mrh-eq),pf_poultry_tot,6769183.02570636,6639530.66931622,6896267.95056318,3829181.01433921,3829181.01433921,3829181.01433921,-43.432154223077205,-42.32753480550512,-44.47459057871291
DGAplus,FL (mrh-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
DGAplus,FL (mrh-eq),pf_redm_tot,39445266.5779457,38739014.2175885,40168300.2204319,9134618.61495271,9134618.61495271,9134618.61495271,-76.84229463400311,-76.42010567526171,-77.25913577416871
DGAplus,FL (mrh-eq),pf_seafood,9357310.1052784,8988384.69755732,9707748.21120621,17934768.6795366,17934768.6795366,17934768.6795366,91.66585779197067,99.5327223189562,84.74694944017467
DGAplus,FL (mrh-eq),sat_fat,11550016.2759486,11475602.3070547,11628575.2760265,6176422.93529619,6176422.93529619,6176422.93529619,-46.52455210684176,-46.17778858109091,-46.88581542719581
DGAplus,FL (mrh-eq),veg_dg,1422636.54278098,1364223.60306563,1475171.3595973,2138901.24352453,2138901.24352453,2138901.24352453,50.347694523816365,56.78523951044937,44.99340904424951
DGAplus,FL (mrh-eq),veg_oth,5144765.27303334,5046386.68832249,5250720.08636831,5707061.45577493,5707061.45577493,5707061.45577493,10.929481772257056,13.092036109346594,8.69102450521698
DGAplus,FL (mrh-eq),veg_ro,3836131.96816368,3755984.74196139,3906022.4181269,8247675.22983649,8247675.22983649,8247675.22983649,114.99977837792098,119.58755949390579,111.15278784783813
DGAplus,FL (mrh-eq),veg_sta,1280941.64560994,1255725.97150622,1306695.0385993,2150663.57009682,2150663.57009682,2150663.57009682,67.89707614453809,71.26854257200232,64.58802601731807
Med,FL (mrh-eq),added_sugar,6691069.20494605,6573986.13460619,6798456.7494959,731544.255988461,731544.255988461,731544.255988461,-89.06685563126888,-88.8721357026062,-89.23955416730857
Med,FL (mrh-eq),dairy_cow,14472453.2310548,14236835.8157667,14730558.0796328,21124169.5766021,21124169.5766021,21124169.5766021,45.9612219113905,48.376857399788,43.40372891784342
Med,FL (mrh-eq),dairy_soy,573094.937034666,449171.122322119,693812.910785396,0,0,0,-100,-100,-100
Med,FL (mrh-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Med,FL (mrh-eq),fruit_exc_juice,10246704.9475157,9949901.94666943,10571117.0429802,28936771.3183317,28936771.3183317,28936771.3183317,182.4007470357325,190.82468825753423,173.734281823578
Med,FL (mrh-eq),fruit_juice,8003306.38023972,7619570.10393606,8372934.21033515,19025294.8817813,19025294.8817813,19025294.8817813,137.717937785751,149.6898725553211,127.22374742055638
Med,FL (mrh-eq),gr_refined,4453288.15927709,4404405.92022172,4501127.53673214,2516610.77871553,2516610.77871553,2516610.77871553,-43.48870567755814,-42.86151584800243,-44.089325215107934
Med,FL (mrh-eq),gr_whole,806149.07198312,783518.723900167,829490.292908757,2763720.74182686,2763720.74182686,2763720.74182686,242.82998490938277,252.73193320380722,233.18301195971515
Med,FL (mrh-eq),leg_tot,1073756.53033245,1036434.81630841,1110616.91074217,1917945.53148115,1917945.53148115,1917945.53148115,78.6201505929214,85.05220987389433,72.69190779739547
Med,FL (mrh-eq),oil,3809905.19848505,3768010.81935138,3853332.502573,3731092.42372769,3731092.42372769,3731092.42372769,-2.0686282374873475,-0.9797847562986968,-3.17232106919624
Med,FL (mrh-eq),pf_egg,3373145.05271307,3259813.63846088,3475258.83392721,2514667.8123751,2514667.8123751,2514667.8123751,-25.450350545924028,-22.858540663005527,-27.64084827795678
Med,FL (mrh-eq),pf_ns,6669441.81286788,6402351.00514809,6931845.24126347,6138865.35450116,6138865.35450116,6138865.35450116,-7.9553352927232535,-4.115451502659935,-11.439665185280061
Med,FL (mrh-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Med,FL (mrh-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Med,FL (mrh-eq),pf_poultry_tot,6769676.95377758,6638616.38917371,6896871.4028299,5590604.28093525,5590604.28093525,5590604.28093525,-17.416971014907727,-15.786604418769597,-18.939995334096952
Med,FL (mrh-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Med,FL (mrh-eq),pf_redm_tot,39470653.5753975,38765430.6015571,40211945.9417482,32336549.8969326,32336549.8969326,32336549.8969326,-18.074450337735648,-16.58405596136025,-19.584717576771972
Med,FL (mrh-eq),pf_seafood,9352661.76173212,8987671.28368668,9694706.24094152,38380404.9742084,38380404.9742084,38380404.9742084,310.3687907462647,327.033919719247,295.8903345840937
Med,FL (mrh-eq),sat_fat,11549903.206185,11468097.9838141,11629321.4596972,5927409.48362118,5927409.48362118,5927409.48362118,-48.680007288311835,-48.313927104677376,-49.03047865549745
Med,FL (mrh-eq),veg_dg,1420884.60664841,1363413.11588892,1472397.4554439,2138901.24352453,2138901.24352453,2138901.24352453,50.53307168762855,56.87844121478957,45.266567502977075
Med,FL (mrh-eq),veg_oth,5148994.46962201,5033114.55635553,5254902.33790021,5707061.45577493,5707061.45577493,5707061.45577493,10.838368334737943,13.39025551421988,8.604519909220558
Med,FL (mrh-eq),veg_ro,3834361.50227217,3754731.47256277,3910575.21646023,8247675.22983649,8247675.22983649,8247675.22983649,115.09905169215457,119.6608543142258,110.90695801274246
Med,FL (mrh-eq),veg_sta,1280567.58768942,1255592.20530319,1305370.50963864,2150663.57009682,2150663.57009682,2150663.57009682,67.94611942172843,71.28678889635952,64.75502964228744
US,FL (mrh-eq),added_sugar,6693223.88248676,6579572.14530594,6802710.17421744,731544.255988461,731544.255988461,731544.255988461,-89.07037522078721,-88.88158318150874,-89.24628218381191
US,FL (mrh-eq),dairy_cow,14473913.1740061,14253755.3242752,14712049.3853495,31686254.3649031,31686254.3649031,31686254.3649031,118.91974881961347,122.30109640607529,115.37620990082314
US,FL (mrh-eq),dairy_soy,571838.917062114,448524.495340297,704173.096663395,0,0,0,-100,-100,-100
US,FL (mrh-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
US,FL (mrh-eq),fruit_exc_juice,10247231.9580068,9934941.36141656,10544341.2201955,23209701.9949119,23209701.9949119,23209701.9949119,126.49728326659688,133.61689969353355,120.1152401105773
US,FL (mrh-eq),fruit_juice,7988166.30538263,7648658.43642239,8383156.9987737,15089026.9752058,15089026.9752058,15089026.9752058,88.89224883861556,97.2767786747135,79.99217928774381
US,FL (mrh-eq),gr_refined,4452528.28803672,4405635.29957916,4501918.61065828,2516610.77871553,2516610.77871553,2516610.77871553,-43.47906142500457,-42.87746017116024,-44.09914979898879
US,FL (mrh-eq),gr_whole,806443.575301414,783871.263691947,828228.01981714,2763720.74182686,2763720.74182686,2763720.74182686,242.70478759706157,252.5732948558467,233.69080442811475
US,FL (mrh-eq),leg_tot,1073529.22736758,1035188.6387781,1110264.45768851,1917945.53148115,1917945.53148115,1917945.53148115,78.6579706063689,85.27497884298894,72.74672878155296
US,FL (mrh-eq),oil,3807467.24432739,3767272.1225948,3849296.09431207,3731092.42372769,3731092.42372769,3731092.42372769,-2.0059219344168606,-0.9603686086310758,-3.0707866500330896
US,FL (mrh-eq),pf_egg,3370417.54284807,3254147.35007934,3478082.34143693,2514667.8123751,2514667.8123751,2514667.8123751,-25.390021253860574,-22.72421799480625,-27.699589442836665
US,FL (mrh-eq),pf_ns,6677676.80421213,6423462.06553891,6936643.11782551,6138865.35450116,6138865.35450116,6138865.35450116,-8.068845880218396,-4.43058133034796,-11.500919822071465
US,FL (mrh-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
US,FL (mrh-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
US,FL (mrh-eq),pf_poultry_tot,6770681.7359304,6639256.74060336,6881863.05835838,5590604.28093525,5590604.28093525,5590604.28093525,-17.42922649476727,-15.794726738836898,-18.763215229265988
US,FL (mrh-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
US,FL (mrh-eq),pf_redm_tot,39477415.412579,38771473.9687441,40153029.553719,32336549.8969326,32336549.8969326,32336549.8969326,-18.08848284776782,-16.597058128352458,-19.466724537756413
US,FL (mrh-eq),pf_seafood,9358587.65272188,8994984.05249699,9755348.80073494,20445636.2946717,20445636.2946717,20445636.2946717,118.4692504186273,127.3004173809072,109.58385714646495
US,FL (mrh-eq),sat_fat,11551667.7818548,11469539.7635836,11633572.8875201,5927409.48362118,5927409.48362118,5927409.48362118,-48.68784667672081,-48.32042430820964,-49.049105198113296
US,FL (mrh-eq),veg_dg,1421011.32278321,1368148.71050136,1477964.95849973,2138901.24352453,2138901.24352453,2138901.24352453,50.51964817108227,56.335435403124166,44.71934745298094
US,FL (mrh-eq),veg_oth,5147590.65376921,5036306.12826097,5254874.97323104,5707061.45577493,5707061.45577493,5707061.45577493,10.868595419413548,13.318398652338695,8.60508546535136
US,FL (mrh-eq),veg_ro,3832381.56873277,3758017.48244702,3903090.41971453,8247675.22983649,8247675.22983649,8247675.22983649,115.21017889050378,119.46878289842455,111.3114056537722
US,FL (mrh-eq),veg_sta,1281222.60654105,1256598.80485207,1305735.28715652,2150663.57009682,2150663.57009682,2150663.57009682,67.86025778166861,71.14957946741018,64.70900275509041
Veg,FL (mrh-eq),added_sugar,6687549.34521534,6580914.78527012,6797757.56065166,761666.666529162,761666.666529162,761666.666529162,-88.61067594104405,-88.42612780469398,-88.7953246385541
Veg,FL (mrh-eq),dairy_cow,14476368.9005072,14239121.0204255,14714751.3033949,31686254.3649031,31686254.3649031,31686254.3649031,118.8826119496922,122.52956709512002,115.3366625883282
Veg,FL (mrh-eq),dairy_soy,572107.742805961,446530.92131929,704466.972371637,0,0,0,-100,-100,-100
Veg,FL (mrh-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Veg,FL (mrh-eq),fruit_exc_juice,10238641.2135617,9953767.00726513,10548761.991917,23209701.9949119,23209701.9949119,23209701.9949119,126.6873260894155,133.17505802548354,120.02299428782601
Veg,FL (mrh-eq),fruit_juice,8007264.50218759,7627662.64394999,8361126.17649036,15089026.9752058,15089026.9752058,15089026.9752058,88.44172027892256,97.81979984620736,80.46644263822749
Veg,FL (mrh-eq),gr_refined,4452686.49727282,4406840.98047734,4498882.09427537,2516610.77871553,2516610.77871553,2516610.77871553,-43.48106968103632,-42.89308849889709,-44.061419570923924
Veg,FL (mrh-eq),gr_whole,807463.457681039,786219.502989791,827090.365983989,3224340.86546467,3224340.86546467,3224340.86546467,299.31724894705224,310.10695527182037,289.84142459798494
Veg,FL (mrh-eq),leg_tot,1074078.49847834,1038061.73080529,1111259.08929433,5962308.93482183,5962308.93482183,5962308.93482183,455.1092348714461,474.3693999967122,436.53634802735394
Veg,FL (mrh-eq),oil,3807826.17807893,3766493.13380998,3850582.93426887,3731092.42372769,3731092.42372769,3731092.42372769,-2.0151590635356347,-0.9398851617308218,-3.103179767347835
Veg,FL (mrh-eq),pf_egg,3370983.94801466,3264524.74021009,3481956.4274384,2252723.24858602,2252723.24858602,2252723.24858602,-33.17312442520645,-30.993837453930734,-35.302945469558914
Veg,FL (mrh-eq),pf_ns,6681454.31175457,6426998.05578838,6918580.92579345,9744230.72143041,9744230.72143041,9744230.72143041,45.839966372104776,51.614029393620456,40.841464831357776
Veg,FL (mrh-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Veg,FL (mrh-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Veg,FL (mrh-eq),pf_poultry_tot,6764003.41062605,6638569.49018157,6890912.68310523,0,0,0,-100,-100,-100
Veg,FL (mrh-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Veg,FL (mrh-eq),pf_redm_tot,39476690.4301306,38766532.393801,40151216.5445556,0,0,0,-100,-100,-100
Veg,FL (mrh-eq),pf_seafood,9351562.86693057,8978929.56099129,9701502.34083322,0,0,0,-100,-100,-100
Veg,FL (mrh-eq),sat_fat,11552092.8305019,11474927.6298284,11633327.9053642,6176422.93529619,6176422.93529619,6176422.93529619,-46.534164623503585,-46.17462406263076,-46.90751446584599
Veg,FL (mrh-eq),veg_dg,1422093.58194845,1370407.16011766,1477522.07832097,2138901.24352453,2138901.24352453,2138901.24352453,50.40509785537191,56.07779248182627,44.76272638545879
Veg,FL (mrh-eq),veg_oth,5145805.03979923,5033493.06018373,5251540.14426793,5707061.45577493,5707061.45577493,5707061.45577493,10.90706724477067,13.381728901531734,8.674051782774685
Veg,FL (mrh-eq),veg_ro,3832440.36902338,3758285.61863334,3909227.85274126,8247675.22983649,8247675.22983649,8247675.22983649,115.20687696800991,119.45312482226052,110.97964970378969
Veg,FL (mrh-eq),veg_sta,1280169.66406704,1255924.40902759,1305335.0493988,2150663.57009682,2150663.57009682,2150663.57009682,67.9983232272714,71.24148194253104,64.75950531531
Vegan,FL (mrh-eq),added_sugar,6687761.06800469,6575220.60655215,6809427.73399306,761666.666529162,761666.666529162,761666.666529162,-88.61103650707415,-88.41610476506038,-88.81452750093995
Vegan,FL (mrh-eq),dairy_cow,14468546.835775,14242649.4072094,14715569.4606319,0,0,0,-100,-100,-100
Vegan,FL (mrh-eq),dairy_soy,574261.319712362,444415.948038232,694327.460001981,38423945.0354948,38423945.0354948,38423945.0354948,6591.020919664364,8545.941984104782,5433.980326139653
Vegan,FL (mrh-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Vegan,FL (mrh-eq),fruit_exc_juice,10249488.9994554,9948619.03837848,10564129.6205077,23209701.9949119,23209701.9949119,23209701.9949119,126.44740626723083,133.29571577096831,119.70292706230983
Vegan,FL (mrh-eq),fruit_juice,7997381.97612003,7621565.83350173,8381515.83110327,15089026.9752058,15089026.9752058,15089026.9752058,88.67458151006458,97.97804420818265,80.02742319248965
Vegan,FL (mrh-eq),gr_refined,4452837.34983708,4404290.27350263,4503881.8053815,2516610.77871553,2516610.77871553,2516610.77871553,-43.482984420987044,-42.8600155204092,-44.123516391825895
Vegan,FL (mrh-eq),gr_whole,806482.459016668,782954.033598671,827955.053921956,3224340.86546467,3224340.86546467,3224340.86546467,299.8029751813896,311.81738992322664,289.4342875487297
Vegan,FL (mrh-eq),leg_tot,1074421.56348286,1037889.77149024,1111560.5600245,6525184.25384347,6525184.25384347,6525184.25384347,507.3206714775289,528.6972309664803,487.0291272028982
Vegan,FL (mrh-eq),oil,3810356.75869801,3762904.1395668,3853234.01343173,3731092.42372769,3731092.42372769,3731092.42372769,-2.080233951568476,-0.8454033017905314,-3.169846141663736
Vegan,FL (mrh-eq),pf_egg,3371322.21369616,3261703.65940516,3489803.09750618,0,0,0,-100,-100,-100
Vegan,FL (mrh-eq),pf_ns,6676219.92999402,6431179.83273177,6927074.20345533,11108423.0224307,11108423.0224307,11108423.0224307,66.38791320406142,72.72760692981862,60.3624083727824
Vegan,FL (mrh-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Vegan,FL (mrh-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Vegan,FL (mrh-eq),pf_poultry_tot,6767887.98460794,6637063.52709615,6901321.54723801,0,0,0,-100,-100,-100
Vegan,FL (mrh-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Vegan,FL (mrh-eq),pf_redm_tot,39483898.3636748,38749784.873104,40189200.2134838,0,0,0,-100,-100,-100
Vegan,FL (mrh-eq),pf_seafood,9355636.67155793,9007508.09155083,9756409.69060818,0,0,0,-100,-100,-100
Vegan,FL (mrh-eq),sat_fat,11551882.2606619,11470162.6419609,11630834.3625731,6176422.93529619,6176422.93529619,6176422.93529619,-46.533190038397315,-46.15226367670503,-46.89613193038566
Vegan,FL (mrh-eq),veg_dg,1422007.26657924,1361590.23721355,1478350.01852708,2138901.24352453,2138901.24352453,2138901.24352453,50.4142273949021,57.08846795947375,44.68165297251965
Vegan,FL (mrh-eq),veg_oth,5144540.25382621,5049129.85620146,5250420.74033843,5707061.45577493,5707061.45577493,5707061.45577493,10.934333763456305,13.030593752018154,8.697221385101159
Vegan,FL (mrh-eq),veg_ro,3831265.14324723,3756574.34733384,3907271.94234479,8247675.22983649,8247675.22983649,8247675.22983649,115.2728908458182,119.55309458177305,111.08526234001988
Vegan,FL (mrh-eq),veg_sta,1281329.87819748,1256956.06166214,1307060.20240141,2150663.57009682,2150663.57009682,2150663.57009682,67.84620468870058,71.10093468604487,64.54204375173316
DGAplus,Food_price (USD),added_sugar,249923181.800184,245516748.14253,254155663.424918,28424378.9507988,28424378.9507988,28424378.9507988,-88.62675373046251,-88.42263138223973,-88.81615362500239
DGAplus,Food_price (USD),dairy_cow,0,0,0,0,0,0,NA,NA,NA
DGAplus,Food_price (USD),dairy_soy,0,0,0,0,0,0,NA,NA,NA
DGAplus,Food_price (USD),dairy_tot,136558773.605209,133596882.354453,139255966.096088,296951796.889938,296951796.889938,296951796.889938,117.45347373170235,122.27449597370048,113.24170533924436
DGAplus,Food_price (USD),fruit_exc_juice,290097554.636759,282057743.984899,298973465.576781,856767625.800055,856767625.800055,856767625.800055,195.33776211000566,203.75610812725117,186.5697877726958
DGAplus,Food_price (USD),fruit_juice,34982806.2928779,33349444.7448678,36691108.2395368,0,0,0,-100,-100,-100
DGAplus,Food_price (USD),gr_refined,564596744.409744,558905969.612546,570800952.857476,268771998.566223,268771998.566223,268771998.566223,-52.39575834833941,-51.91105245260744,-52.9131832698021
DGAplus,Food_price (USD),gr_whole,84987515.9447455,82659413.9666708,87107737.183599,344215853.628159,344215853.628159,344215853.628159,305.0193134859365,316.42668041047403,295.161055444073
