risk_factor,outcome,outcome_label,Age,Age_label,logRR,logRR_se,RR_unit
gr_whole,ISTK,Ischemic stroke,2,35-44,-0.300954659584004,0.0950205388917805,50 g/d
gr_whole,ISTK,Ischemic stroke,3,45-54,-0.2553091318522041,0.08060885758048084,50 g/d
gr_whole,ISTK,Ischemic stroke,4,55-64,-0.2115554459230303,0.06679448826239641,50 g/d
gr_whole,ISTK,Ischemic stroke,5,65-74,-0.1754742100719365,0.05540254477432627,50 g/d
gr_whole,ISTK,Ischemic stroke,6,75+,-0.10063700572159788,0.02739613073048259,50 g/d
gr_whole,OSTK,Unidentified stroke,1,20-34,-0.10509611869437296,0.03318204093459607,50 g/d
gr_whole,OSTK,Unidentified stroke,2,35-44,-0.0674667588517987,0.02130130761969585,50 g/d
gr_whole,OSTK,Unidentified stroke,3,45-54,-0.06255873091940749,0.01975169393477614,50 g/d
gr_whole,OSTK,Unidentified stroke,4,55-64,-0.07665882966947782,0.02420352393305876,50 g/d
gr_whole,OSTK,Unidentified stroke,5,65-74,-0.08063232199875901,0.02545807630627187,50 g/d
gr_whole,OSTK,Unidentified stroke,6,75+,-0.0644684005157914,0.01755005244692697,50 g/d
leg_tot,HSTK,Hemorrhagic stroke,1,20-34,-0.2664436582743347,0.10891561862241954,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,2,35-44,-0.25554744087255093,0.1044615127651214,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,3,45-54,-0.216788785946716,0.08861792727481203,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,4,55-64,-0.1796365368890111,0.07343100101977679,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,5,65-74,-0.1489991395547715,0.0609071860216962,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,6,75+,-0.08612930053383222,0.03019925417735172,100 g/d
leg_tot,IHD,Ischemic heart disease,1,20-34,-0.07525705642140096,0.02465149869360661,100 g/d
leg_tot,IHD,Ischemic heart disease,2,35-44,-0.07217941797019192,0.02364337528475909,100 g/d
leg_tot,IHD,Ischemic heart disease,3,45-54,-0.06123202931976317,0.0200574054123352,100 g/d
leg_tot,IHD,Ischemic heart disease,4,55-64,-0.05073837027895064,0.01662006100323098,100 g/d
leg_tot,IHD,Ischemic heart disease,5,65-74,-0.04208483221119981,0.01378547388919696,100 g/d
leg_tot,IHD,Ischemic heart disease,6,75+,-0.0240966120120421,0.00680687387482799,100 g/d
leg_tot,ISTK,Ischemic stroke,1,20-34,-0.27187465860722976,0.08241572879063667,100 g/d
leg_tot,ISTK,Ischemic stroke,2,35-44,-0.2607563403653672,0.07904533632550766,100 g/d
leg_tot,ISTK,Ischemic stroke,3,45-54,-0.22120765624849015,0.06705659989490154,100 g/d
leg_tot,ISTK,Ischemic stroke,4,55-64,-0.18329812184833424,0.05556475316778078,100 g/d
leg_tot,ISTK,Ischemic stroke,5,65-74,-0.15203623333198524,0.0460880651283534,100 g/d
leg_tot,ISTK,Ischemic stroke,6,75+,-0.08693880646943324,0.02278045755876647,100 g/d
leg_tot,OSTK,Unidentified stroke,1,20-34,-0.26826265360114165,0.07751787628639169,100 g/d
leg_tot,OSTK,Unidentified stroke,2,35-44,-0.25671515020940205,0.08295837793857978,100 g/d
leg_tot,OSTK,Unidentified stroke,3,45-54,-0.2178715475235188,0.06889187056053381,100 g/d
leg_tot,OSTK,Unidentified stroke,4,55-64,-0.18096334186201665,0.05096817851468654,100 g/d
leg_tot,OSTK,Unidentified stroke,5,65-74,-0.15039471741937244,0.0391434657253081,100 g/d
leg_tot,OSTK,Unidentified stroke,6,75+,-0.08664787272804683,0.01818684345057438,100 g/d
pf_ns,DIAB,DIAB,1,20-34,-0.04542656172763948,0.01209461371952703,1 oz/wk
pf_ns,DIAB,DIAB,2,35-44,-0.04356884180438923,0.01160000431004777,1 oz/wk
pf_ns,DIAB,DIAB,3,45-54,-0.03696079400219346,0.00984064188929252,1 oz/wk
pf_ns,DIAB,DIAB,4,55-64,-0.03062662584795357,0.00815419866870758,1 oz/wk
pf_ns,DIAB,DIAB,5,65-74,-0.02540318900508797,0.00676348256561394,1 oz/wk
pf_ns,DIAB,DIAB,6,75+,-0.01461762640782903,0.00332579966256129,1 oz/wk
pf_ns,IHD,Ischemic heart disease,1,20-34,-0.12964628978424825,0.02481523557055323,1 oz/wk
pf_ns,IHD,Ischemic heart disease,2,35-44,-0.12434440281882704,0.02380041613966692,1 oz/wk
pf_ns,IHD,Ischemic heart disease,3,45-54,-0.10548519693377371,0.02019062801931284,1 oz/wk
pf_ns,IHD,Ischemic heart disease,4,55-64,-0.08740763682719213,0.01673045254238869,1 oz/wk
pf_ns,IHD,Ischemic heart disease,5,65-74,-0.07250007656189837,0.01387703791416359,1 oz/wk
pf_ns,IHD,Ischemic heart disease,6,75+,-0.04173030620036452,0.00685127269454326,1 oz/wk
pf_pm,DIAB,DIAB,1,20-34,0.612966478681791,0.14693357731491363,50 g/d
pf_pm,DIAB,DIAB,2,35-44,0.5878992053416019,0.14092472646661655,50 g/d
pf_pm,DIAB,DIAB,3,45-54,0.498733051483024,0.11955079752024392,50 g/d
pf_pm,DIAB,DIAB,4,55-64,0.41326251175427314,0.09906274051525182,50 g/d
pf_pm,DIAB,DIAB,5,65-74,0.34277970243701084,0.08216737727375466,50 g/d
pf_pm,DIAB,DIAB,6,75+,0.1969981055454356,0.0406498396672115,50 g/d
pf_pm,HSTK,Hemorrhagic stroke,1,20-34,0,0,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,2,35-44,0,0,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,3,45-54,0,0,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,4,55-64,0,0,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,5,65-74,0,0,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,6,75+,0,0,150 g/wk
pf_pm,IHD,Ischemic heart disease,1,20-34,0.4702069446738175,0.16333004638769183,50 g/d
pf_pm,IHD,Ischemic heart disease,2,35-44,0.4509778246182776,0.15665066169071645,50 g/d
pf_pm,IHD,Ischemic heart disease,3,45-54,0.38257841578874063,0.13289159402154635,50 g/d
pf_pm,IHD,Ischemic heart disease,4,55-64,0.31701391472188656,0.11011725365517055,50 g/d
pf_pm,IHD,Ischemic heart disease,5,65-74,0.2629465104286382,0.09133651944588685,50 g/d
pf_pm,IHD,Ischemic heart disease,6,75+,0.15209007477063485,0.0455880066874362,50 g/d
pf_pm,ISTK,Ischemic stroke,1,20-34,0.07223950357282398,0.02828086876197126,150 g/wk
pf_pm,ISTK,Ischemic stroke,2,35-44,0.06928526799062078,0.02712432220973741,150 g/wk
pf_pm,ISTK,Ischemic stroke,3,45-54,0.05877683251451771,0.02301040018792116,150 g/wk
pf_pm,ISTK,Ischemic stroke,4,55-64,0.0487039336287834,0.01906698533384643,150 g/wk
pf_pm,ISTK,Ischemic stroke,5,65-74,0.04039737310291774,0.01581507001775404,150 g/wk
pf_pm,ISTK,Ischemic stroke,6,75+,0.02348865728416761,0.0078077602725477,150 g/wk
pf_pm,OSTK,Unidentified stroke,1,20-34,0.02419504904352956,0.00947206130783726,150 g/wk
pf_pm,OSTK,Unidentified stroke,2,35-44,0.01553208205504026,0.00608061728657849,150 g/wk
pf_pm,OSTK,Unidentified stroke,3,45-54,0.01440216424259894,0.00563826849145903,150 g/wk
pf_pm,OSTK,Unidentified stroke,4,55-64,0.01764826490754032,0.00690907659994512,150 g/wk
pf_pm,OSTK,Unidentified stroke,5,65-74,0.0185630355287145,0.00726719794083521,150 g/wk
pf_pm,OSTK,Unidentified stroke,6,75+,0.01504691196360681,0.00500167719391778,150 g/wk
pf_redm,DIAB,DIAB,1,20-34,0.256522794125261,0.10574087332345491,100 g/d
pf_redm,DIAB,DIAB,2,35-44,0.24603229061166657,0.10141659872277912,100 g/d
pf_redm,DIAB,DIAB,3,45-54,0.2087167901321053,0.08603483265919934,100 g/d
pf_redm,DIAB,DIAB,4,55-64,0.17294788199578404,0.07129058508830254,100 g/d
pf_redm,DIAB,DIAB,5,65-74,0.14345124912485638,0.05913182262624155,100 g/d
pf_redm,DIAB,DIAB,6,75+,0.0822941220032944,0.02934706363391253,100 g/d
pf_redm,HSTK,Hemorrhagic stroke,1,20-34,0.20760921718262024,0.01566000032654638,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,2,35-44,0.1991190351317987,0.01501958437829226,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,3,45-54,0.1689188267263169,0.01274157726517067,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,4,55-64,0.1399703075782189,0.01055798529625784,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,5,65-74,0.11609807087996207,0.00875729821904945,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,6,75+,0.06663745249282203,0.00433341285272625,300 g/wk
pf_redm,IHD,Ischemic heart disease,1,20-34,0.08617959762777289,0.02103806797487141,300 g/wk
pf_redm,IHD,Ischemic heart disease,2,35-44,0.08265528169009115,0.02017771586946802,300 g/wk
pf_redm,IHD,Ischemic heart disease,3,45-54,0.07011902803055378,0.01711737950332812,300 g/wk
pf_redm,IHD,Ischemic heart disease,4,55-64,0.05810235668060849,0.01418388299544506,300 g/wk
pf_redm,IHD,Ischemic heart disease,5,65-74,0.04819287490976276,0.01176479127502124,300 g/wk
pf_redm,IHD,Ischemic heart disease,6,75+,0.02762743938489998,0.00586487133045655,300 g/wk
pf_redm,ISTK,Ischemic stroke,1,20-34,0.20745659466225344,0.01565860298194688,300 g/wk
pf_redm,ISTK,Ischemic stroke,2,35-44,0.19897265411169163,0.01501824417812112,300 g/wk
pf_redm,ISTK,Ischemic stroke,3,45-54,0.16879464718639936,0.01274044033197723,300 g/wk
pf_redm,ISTK,Ischemic stroke,4,55-64,0.1398674093475478,0.01055704320536208,300 g/wk
pf_redm,ISTK,Ischemic stroke,5,65-74,0.11601272216361948,0.00875651680378014,300 g/wk
pf_redm,ISTK,Ischemic stroke,6,75+,0.06667998135505347,0.00425104273970001,300 g/wk
pf_redm,OSTK,Unidentified stroke,1,20-34,0.2075580995920668,0.01166094309459873,300 g/wk
pf_redm,OSTK,Unidentified stroke,2,35-44,0.1990862200459725,0.0121291767844497,300 g/wk
pf_redm,OSTK,Unidentified stroke,3,45-54,0.1688883988510308,0.01011337243547627,300 g/wk
pf_redm,OSTK,Unidentified stroke,4,55-64,0.13993302157074275,0.00774316590442773,300 g/wk
pf_redm,OSTK,Unidentified stroke,5,65-74,0.11605885220973416,0.00621238220654254,300 g/wk
pf_redm,OSTK,Unidentified stroke,6,75+,0.0666646966233897,0.00313712161823381,300 g/wk
pf_redm_tot,DIAB,DIAB,1,20-34,0.256522794125261,0.10574087332345491,100 g/d
pf_redm_tot,DIAB,DIAB,2,35-44,0.24603229061166657,0.10141659872277912,100 g/d
pf_redm_tot,DIAB,DIAB,3,45-54,0.2087167901321053,0.08603483265919934,100 g/d
pf_redm_tot,DIAB,DIAB,4,55-64,0.17294788199578404,0.07129058508830254,100 g/d
pf_redm_tot,DIAB,DIAB,5,65-74,0.14345124912485638,0.05913182262624155,100 g/d
pf_redm_tot,DIAB,DIAB,6,75+,0.0822941220032944,0.02934706363391253,100 g/d
pf_redm_tot,HSTK,Hemorrhagic stroke,1,20-34,0.20760921718262024,0.01566000032654638,300 g/wk
pf_redm_tot,HSTK,Hemorrhagic stroke,2,35-44,0.1991190351317987,0.01501958437829226,300 g/wk
pf_redm_tot,HSTK,Hemorrhagic stroke,3,45-54,0.1689188267263169,0.01274157726517067,300 g/wk
pf_redm_tot,HSTK,Hemorrhagic stroke,4,55-64,0.1399703075782189,0.01055798529625784,300 g/wk
pf_redm_tot,HSTK,Hemorrhagic stroke,5,65-74,0.11609807087996207,0.00875729821904945,300 g/wk
pf_redm_tot,HSTK,Hemorrhagic stroke,6,75+,0.06663745249282203,0.00433341285272625,300 g/wk
pf_redm_tot,IHD,Ischemic heart disease,1,20-34,0.08617959762777289,0.02103806797487141,300 g/wk
pf_redm_tot,IHD,Ischemic heart disease,2,35-44,0.08265528169009115,0.02017771586946802,300 g/wk
pf_redm_tot,IHD,Ischemic heart disease,3,45-54,0.07011902803055378,0.01711737950332812,300 g/wk
pf_redm_tot,IHD,Ischemic heart disease,4,55-64,0.05810235668060849,0.01418388299544506,300 g/wk
pf_redm_tot,IHD,Ischemic heart disease,5,65-74,0.04819287490976276,0.01176479127502124,300 g/wk
pf_redm_tot,IHD,Ischemic heart disease,6,75+,0.02762743938489998,0.00586487133045655,300 g/wk
pf_redm_tot,ISTK,Ischemic stroke,1,20-34,0.20745659466225344,0.01565860298194688,300 g/wk
pf_redm_tot,ISTK,Ischemic stroke,2,35-44,0.19897265411169163,0.01501824417812112,300 g/wk
pf_redm_tot,ISTK,Ischemic stroke,3,45-54,0.16879464718639936,0.01274044033197723,300 g/wk
pf_redm_tot,ISTK,Ischemic stroke,4,55-64,0.1398674093475478,0.01055704320536208,300 g/wk
pf_redm_tot,ISTK,Ischemic stroke,5,65-74,0.11601272216361948,0.00875651680378014,300 g/wk
pf_redm_tot,ISTK,Ischemic stroke,6,75+,0.06667998135505347,0.00425104273970001,300 g/wk
pf_redm_tot,OSTK,Unidentified stroke,1,20-34,0.2075580995920668,0.01166094309459873,300 g/wk
pf_redm_tot,OSTK,Unidentified stroke,2,35-44,0.1990862200459725,0.0121291767844497,300 g/wk
pf_redm_tot,OSTK,Unidentified stroke,3,45-54,0.1688883988510308,0.01011337243547627,300 g/wk
pf_redm_tot,OSTK,Unidentified stroke,4,55-64,0.13993302157074275,0.00774316590442773,300 g/wk
pf_redm_tot,OSTK,Unidentified stroke,5,65-74,0.11605885220973416,0.00621238220654254,300 g/wk
pf_redm_tot,OSTK,Unidentified stroke,6,75+,0.0666646966233897,0.00313712161823381,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,1,20-34,-0.09282617169278357,0.04632604238573493,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,2,35-44,-0.08903004400901458,0.04443153818747966,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,3,45-54,-0.07552693577206593,0.03769264598588862,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,4,55-64,-0.06258348246512803,0.03123305645870788,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,5,65-74,-0.05190973506356677,0.02590619157219877,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,6,75+,-0.02988699657371351,0.01269061842714185,300 g/wk
pf_seafood,IHD,Ischemic heart disease,1,20-34,-0.07414191093095839,0.0397564567954635,300 g/wk
pf_seafood,IHD,Ischemic heart disease,2,35-44,-0.07110987637130817,0.03813061589846617,300 g/wk
pf_seafood,IHD,Ischemic heart disease,3,45-54,-0.06032470415168545,0.03234737902208801,300 g/wk
pf_seafood,IHD,Ischemic heart disease,4,55-64,-0.04998653825814776,0.02680383636814291,300 g/wk
pf_seafood,IHD,Ischemic heart disease,5,65-74,-0.0414612267569343,0.02223238448472058,300 g/wk
pf_seafood,IHD,Ischemic heart disease,6,75+,-0.0239843159617433,0.0109985710403734,300 g/wk
pf_seafood,ISTK,Ischemic stroke,1,20-34,-0.09044128226839993,0.04706285296406776,300 g/wk
pf_seafood,ISTK,Ischemic stroke,2,35-44,-0.08674268467341446,0.04513821688615941,300 g/wk
pf_seafood,ISTK,Ischemic stroke,3,45-54,-0.07358649820910107,0.03829214334973659,300 g/wk
pf_seafood,ISTK,Ischemic stroke,4,55-64,-0.06097558802382591,0.0317298147658567,300 g/wk
pf_seafood,ISTK,Ischemic stroke,5,65-74,-0.0505760704739575,0.02631822668272637,300 g/wk
pf_seafood,ISTK,Ischemic stroke,6,75+,-0.02933829366401021,0.01308006654808912,300 g/wk
pf_seafood,OSTK,Unidentified stroke,1,20-34,-0.0920274048999278,0.03460819168348356,300 g/wk
pf_seafood,OSTK,Unidentified stroke,2,35-44,-0.08851727334477016,0.03592556410859762,300 g/wk
pf_seafood,OSTK,Unidentified stroke,3,45-54,-0.07505146781490056,0.02996371254659609,300 g/wk
pf_seafood,OSTK,Unidentified stroke,4,55-64,-0.06200084888855196,0.02299611135079798,300 g/wk
pf_seafood,OSTK,Unidentified stroke,5,65-74,-0.05129690157320011,0.01850160611889762,300 g/wk
pf_seafood,OSTK,Unidentified stroke,6,75+,-0.02953549566514324,0.00954003669414167,300 g/wk
pufa_rep_carb,IHD,Ischemic heart disease,1,20-34,-0.15663116202567587,0.03665157548456012,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,2,35-44,-0.15022572830516842,0.0351527087553454,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,3,45-54,-0.12744112461482612,0.02982112842840206,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,4,55-64,-0.10560086022473096,0.02471052279575596,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,5,65-74,-0.08759040661895064,0.02049609003980656,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,6,75+,-0.05018129284070097,0.01030215994464473,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,1,20-34,-0.1528236319527948,0.03800620692203376,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,2,35-44,-0.14657390723173078,0.03645194251986409,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,3,45-54,-0.12434317202214094,0.03092330855397592,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,4,55-64,-0.10303382027030691,0.02562381644201794,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,5,65-74,-0.08546118084430647,0.02125361949239199,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,6,75+,-0.04903983824188956,0.01044626451427416,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,1,20-34,-0.13740856245165878,0.03926955449377067,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,2,35-44,-0.13178923722906977,0.03766362547370459,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,3,45-54,-0.11180087987647935,0.03195121662309418,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,4,55-64,-0.092640967541058,0.02647556642977818,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,5,65-74,-0.07684085147815803,0.02196010168966612,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,6,75+,-0.044281284446633,0.01094550228887359,5 %E/d
sat_fat,IHD,Ischemic heart disease,1,20-34,0.14231938825977386,0.03691372752573117,5 %E/d
sat_fat,IHD,Ischemic heart disease,2,35-44,0.13649923474209957,0.03540414008486048,5 %E/d
sat_fat,IHD,Ischemic heart disease,3,45-54,0.11579651622163466,0.03003442538996986,5 %E/d
sat_fat,IHD,Ischemic heart disease,4,55-64,0.09595185040142871,0.02488726592081043,5 %E/d
sat_fat,IHD,Ischemic heart disease,5,65-74,0.07958705615291568,0.02064268924513197,5 %E/d
sat_fat,IHD,Ischemic heart disease,6,75+,0.04565431189790978,0.01034353534273408,5 %E/d
sea_omega3_fa,IHD,Ischemic heart disease,1,20-34,-0.23967641706737627,0.05714895845660158,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,2,35-44,-0.22987484639625969,0.05481185094328448,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,3,45-54,-0.19500993122755156,0.04649858586301869,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,4,55-64,-0.1615900405166333,0.03852987551082109,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,5,65-74,-0.13403051191348075,0.03195852245699797,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,6,75+,-0.07725330281897091,0.01568005624369726,100 mg/d
ssb,DIAB,DIAB,1,20-34,0.2921537936524848,0.08548597209461066,8 oz/d
ssb,DIAB,DIAB,2,35-44,0.2802061598787595,0.08199002198351198,8 oz/d
ssb,DIAB,DIAB,3,45-54,0.23770753879395445,0.06955466767681229,8 oz/d
ssb,DIAB,DIAB,4,55-64,0.19697033162892297,0.0576347137669732,8 oz/d
ssb,DIAB,DIAB,5,65-74,0.1633766183583271,0.0478049894998275,8 oz/d
ssb,DIAB,DIAB,6,75+,0.09376297834415018,0.02392883411189494,8 oz/d
ssb,IHD,Ischemic heart disease,1,20-34,0.2771628580276671,0.05429847929610632,8 oz/d
ssb,IHD,Ischemic heart disease,2,35-44,0.26582827879118276,0.05207794217081486,8 oz/d
ssb,IHD,Ischemic heart disease,3,45-54,0.22551033824747535,0.04417932662235054,8 oz/d
ssb,IHD,Ischemic heart disease,4,55-64,0.1868634303132396,0.03660808008066509,8 oz/d
ssb,IHD,Ischemic heart disease,5,65-74,0.15499347077776424,0.03036449336663282,8 oz/d
ssb,IHD,Ischemic heart disease,6,75+,0.08906874998460067,0.01516325127154478,8 oz/d
