risk_factor,outcome,outcome_label,Age,Age_label,logRR,logRR_se,RR_unit
fruit_exc_juice,HSTK,Hemorrhagic stroke,3,45-54,-0.379438875296577,0.106790141432825,100 g/d
fruit_exc_juice,HSTK,Hemorrhagic stroke,4,55-64,-0.314412414007852,0.0884889460361448,100 g/d
fruit_exc_juice,HSTK,Hemorrhagic stroke,5,65-74,-0.26078870125097797,0.0733969661619586,100 g/d
fruit_exc_juice,HSTK,Hemorrhagic stroke,6,75+,-0.149732669987616,0.0360329969483038,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,1,20-34,-0.093566754668598,0.0280632717301771,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,2,35-44,-0.0897403408329244,0.0269156238118224,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,3,45-54,-0.076129502503282,0.0228333548919145,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,4,55-64,-0.0630827841258089,0.0189202812333173,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,5,65-74,-0.0523238797532169,0.0156933866167792,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,6,75+,-0.0301348578940046,0.00778377579709192,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,1,20-34,-0.190831373711564,0.0426844669625658,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,2,35-44,-0.183027321821159,0.0409388850458646,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,3,45-54,-0.155267729378189,0.0347297204652166,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,4,55-64,-0.128658671500533,0.0287779032676918,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,5,65-74,-0.106715658639555,0.0238697700330629,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,6,75+,-0.061073688696324,0.0119107936777688,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,1,20-34,-0.37406990437235826,0.08845370657895624,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,2,35-44,-0.38803859535256274,0.09809306869586706,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,3,45-54,-0.3245099258474757,0.08107108226713167,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,4,55-64,-0.2471030405941447,0.057379772573348,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,5,65-74,-0.18999045016849817,0.04115866219351768,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,6,75+,-0.09293743175267702,0.01503078316111963,100 g/d
gr_whole,DIAB,DIAB,1,20-34,-0.189628330840186,0.042858542814788,50 g/d
gr_whole,DIAB,DIAB,2,35-44,-0.181873477406052,0.0411058420634991,50 g/d
gr_whole,DIAB,DIAB,3,45-54,-0.154288887527656,0.0348713552592676,50 g/d
gr_whole,DIAB,DIAB,4,55-64,-0.12784757899211,0.0288952653526133,50 g/d
gr_whole,DIAB,DIAB,5,65-74,-0.106042899701159,0.0239671157622364,50 g/d
gr_whole,DIAB,DIAB,6,75+,-0.060866443484047,0.0118482713714928,50 g/d
gr_whole,IHD,Ischemic heart disease,1,20-34,-0.0451059091793856,0.020244592201961,50 g/d
gr_whole,IHD,Ischemic heart disease,2,35-44,-0.043261302346906,0.0194166893001929,50 g/d
gr_whole,IHD,Ischemic heart disease,3,45-54,-0.0366998987829306,0.016471777162475,50 g/d
gr_whole,IHD,Ischemic heart disease,4,55-64,-0.0304104416321759,0.0136489209667966,50 g/d
gr_whole,IHD,Ischemic heart disease,5,65-74,-0.0252238754718055,0.0113210681697804,50 g/d
gr_whole,IHD,Ischemic heart disease,6,75+,-0.0143757286149019,0.0056987410095302,50 g/d
gr_whole,ISTK,Ischemic stroke,1,20-34,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,2,35-44,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,3,45-54,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,4,55-64,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,5,65-74,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,6,75+,-0.210721031,0.06528912602040816,50 g/d
leg_tot,HSTK,Hemorrhagic stroke,1,20-34,-0.266443658274335,0.10891561862242,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,2,35-44,-0.255547440872551,0.104461512765121,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,3,45-54,-0.216788785946716,0.088617927274812,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,4,55-64,-0.179636536889011,0.0734310010197768,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,5,65-74,-0.148999139554772,0.0609071860216962,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,6,75+,-0.0861293005338322,0.0301992541773517,100 g/d
leg_tot,IHD,Ischemic heart disease,1,20-34,-0.075257056421401,0.0246514986936066,100 g/d
leg_tot,IHD,Ischemic heart disease,2,35-44,-0.0721794179701919,0.0236433752847591,100 g/d
leg_tot,IHD,Ischemic heart disease,3,45-54,-0.0612320293197632,0.0200574054123352,100 g/d
leg_tot,IHD,Ischemic heart disease,4,55-64,-0.0507383702789506,0.016620061003231,100 g/d
leg_tot,IHD,Ischemic heart disease,5,65-74,-0.0420848322111998,0.013785473889197,100 g/d
leg_tot,IHD,Ischemic heart disease,6,75+,-0.0240966120120421,0.00680687387482799,100 g/d
leg_tot,ISTK,Ischemic stroke,1,20-34,-0.27187465860723,0.0824157287906367,100 g/d
leg_tot,ISTK,Ischemic stroke,2,35-44,-0.260756340365367,0.0790453363255077,100 g/d
leg_tot,ISTK,Ischemic stroke,3,45-54,-0.22120765624849,0.0670565998949015,100 g/d
leg_tot,ISTK,Ischemic stroke,4,55-64,-0.183298121848334,0.0555647531677808,100 g/d
leg_tot,ISTK,Ischemic stroke,5,65-74,-0.152036233331985,0.0460880651283534,100 g/d
leg_tot,ISTK,Ischemic stroke,6,75+,-0.0869388064694332,0.0227804575587665,100 g/d
leg_tot,OSTK,unidentified stroke,1,20-34,-0.268262653601142,0.07751787628639197,100 g/d
leg_tot,OSTK,unidentified stroke,2,35-44,-0.25671515020940205,0.08295837793857948,100 g/d
leg_tot,OSTK,unidentified stroke,3,45-54,-0.2178715475235188,0.0688918705605338,100 g/d
leg_tot,OSTK,unidentified stroke,4,55-64,-0.18096334186201643,0.05096817851468655,100 g/d
leg_tot,OSTK,unidentified stroke,5,65-74,-0.1503947174193726,0.0391434657253081,100 g/d
leg_tot,OSTK,unidentified stroke,6,75+,-0.08664787272804679,0.01818684345057439,100 g/d
pf_ns,DIAB,DIAB,1,20-34,-0.0454265617276395,0.012094613719527,1 oz/wk
pf_ns,DIAB,DIAB,2,35-44,-0.0435688418043892,0.0116000043100478,1 oz/wk
pf_ns,DIAB,DIAB,3,45-54,-0.0369607940021935,0.00984064188929253,1 oz/wk
pf_ns,DIAB,DIAB,4,55-64,-0.0306266258479536,0.00815419866870758,1 oz/wk
pf_ns,DIAB,DIAB,5,65-74,-0.025403189005088,0.00676348256561395,1 oz/wk
pf_ns,DIAB,DIAB,6,75+,-0.014617626407829,0.00332579966256129,1 oz/wk
pf_ns,IHD,Ischemic heart disease,1,20-34,-0.129646289784248,0.0248152355705532,1 oz/wk
pf_ns,IHD,Ischemic heart disease,2,35-44,-0.124344402818827,0.0238004161396669,1 oz/wk
pf_ns,IHD,Ischemic heart disease,3,45-54,-0.105485196933774,0.0201906280193128,1 oz/wk
pf_ns,IHD,Ischemic heart disease,4,55-64,-0.0874076368271921,0.0167304525423887,1 oz/wk
pf_ns,IHD,Ischemic heart disease,5,65-74,-0.0725000765618984,0.0138770379141636,1 oz/wk
pf_ns,IHD,Ischemic heart disease,6,75+,-0.0417303062003645,0.00685127269454327,1 oz/wk
pf_pm,DIAB,DIAB,1,20-34,0.612633703873665,0.137853763801128,50 g/d
pf_pm,DIAB,DIAB,2,35-44,0.587580039364246,0.132216232062674,50 g/d
pf_pm,DIAB,DIAB,3,45-54,0.498462293127901,0.112163112780345,50 g/d
pf_pm,DIAB,DIAB,4,55-64,0.413038154700767,0.0929411226626133,50 g/d
pf_pm,DIAB,DIAB,5,65-74,0.342593609961035,0.0770898144988175,50 g/d
pf_pm,DIAB,DIAB,6,75+,0.197261855541521,0.0374249377433442,50 g/d
pf_pm,IHD,Ischemic heart disease,1,20-34,0.465104993844049,0.156197706229085,50 g/d
pf_pm,IHD,Ischemic heart disease,2,35-44,0.446084518144222,0.149809998689881,50 g/d
pf_pm,IHD,Ischemic heart disease,3,45-54,0.378427272790972,0.127088448343553,50 g/d
pf_pm,IHD,Ischemic heart disease,4,55-64,0.313574175212328,0.105308623964734,50 g/d
pf_pm,IHD,Ischemic heart disease,5,65-74,0.260093425883073,0.0873480118809958,50 g/d
pf_pm,IHD,Ischemic heart disease,6,75+,0.149007631857192,0.0435438962475181,50 g/d
pf_pm,ISTK,Ischemic stroke,1,20-34,0.048790164,0.01944575637755102,150 g/wk
pf_pm,ISTK,Ischemic stroke,2,35-44,0.048790164,0.01944575637755102,150 g/wk
pf_pm,ISTK,Ischemic stroke,3,45-54,0.048790164,0.01944575637755102,150 g/wk
pf_pm,ISTK,Ischemic stroke,4,55-64,0.048790164,0.01944575637755102,150 g/wk
pf_pm,ISTK,Ischemic stroke,5,65-74,0.048790164,0.01944575637755102,150 g/wk
pf_pm,ISTK,Ischemic stroke,6,75+,0.048790164,0.01944575637755102,150 g/wk
pf_redm,DIAB,DIAB,1,20-34,0.256681387599897,0.106681205880101,100 g/d
pf_redm,DIAB,DIAB,2,35-44,0.246184398403779,0.102318476365417,100 g/d
pf_redm,DIAB,DIAB,3,45-54,0.20884582786957,0.0867999233153698,100 g/d
pf_redm,DIAB,DIAB,4,55-64,0.173054805848809,0.0719245580831713,100 g/d
pf_redm,DIAB,DIAB,5,65-74,0.143539936885011,0.0596576701646784,100 g/d
pf_redm,DIAB,DIAB,6,75+,0.0825657477879633,0.0295002573900707,100 g/d
pf_redm,HSTK,Hemorrhagic stroke,1,20-34,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,2,35-44,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,3,45-54,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,4,55-64,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,5,65-74,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,6,75+,0.139761942,0.01104510331632653,300 g/wk
pf_redm,IHD,Ischemic heart disease,1,20-34,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,2,35-44,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,3,45-54,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,4,55-64,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,5,65-74,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,6,75+,0.058268908,0.01444359540816326,300 g/wk
pf_redm,ISTK,Ischemic stroke,1,20-34,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,2,35-44,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,3,45-54,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,4,55-64,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,5,65-74,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,6,75+,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,1,20-34,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,2,35-44,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,3,45-54,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,4,55-64,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,5,65-74,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,6,75+,0.139761942,0.01104510331632653,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,1,20-34,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,2,35-44,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,3,45-54,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,4,55-64,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,5,65-74,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,6,75+,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,IHD,Ischemic heart disease,1,20-34,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,2,35-44,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,3,45-54,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,4,55-64,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,5,65-74,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,6,75+,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,ISTK,Ischemic stroke,1,20-34,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,2,35-44,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,3,45-54,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,4,55-64,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,5,65-74,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,6,75+,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,1,20-34,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,2,35-44,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,3,45-54,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,4,55-64,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,5,65-74,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,6,75+,-0.061875404,0.03261055408163265,300 g/wk
pufa_rep_carb,IHD,Ischemic heart disease,1,20-34,-0.156443541877714,0.0373394295115301,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,2,35-44,-0.150045780885972,0.0358124329815646,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,3,45-54,-0.127288469661958,0.0303807928632067,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,4,55-64,-0.105474366564312,0.0251742745550972,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,5,65-74,-0.0874854867241013,0.0208807479401732,5 %E/d
pufa_rep_carb,IHD,Ischemic heart disease,6,75+,-0.0498545993853425,0.0103086406854567,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,1,20-34,-0.155823180485964,0.0387958638692075,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,2,35-44,-0.149450789182642,0.0372093064343383,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,3,45-54,-0.126783719825401,0.0315658037516508,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,4,55-64,-0.105056118395992,0.026156203815166,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,5,65-74,-0.087138571679538,0.0216952070551599,5 %E/d
pufa_rep_carbsfa,IHD,Ischemic heart disease,6,75+,-0.0499973558877605,0.0107330514566746,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,1,20-34,-0.142335206367332,0.0370073091124417,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,2,35-44,-0.136514405967912,0.0354938946511787,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,3,45-54,-0.115809386441011,0.0301105669603917,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,4,55-64,-0.0959625149827524,0.0249503587047113,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,5,65-74,-0.0795959018669807,0.0206950214191771,5 %E/d
pufa_rep_sfa,IHD,Ischemic heart disease,6,75+,-0.0456639227543539,0.0103345643235339,5 %E/d
sat_fat,IHD,Ischemic heart disease,1,20-34,0.142149219028353,0.0390643044127838,5 %E/d
sat_fat,IHD,Ischemic heart disease,2,35-44,0.136336024583951,0.0374667690978584,5 %E/d
sat_fat,IHD,Ischemic heart disease,3,45-54,0.115658060004196,0.0317842172801156,5 %E/d
sat_fat,IHD,Ischemic heart disease,4,55-64,0.0958371221635137,0.026337186653793,5 %E/d
sat_fat,IHD,Ischemic heart disease,5,65-74,0.0794918950624827,0.0218453228817986,5 %E/d
sat_fat,IHD,Ischemic heart disease,6,75+,0.0459095962300975,0.0109034669994696,5 %E/d
sea_omega3_fa,IHD,Ischemic heart disease,1,20-34,-0.242099154725901,0.055510209451993,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,2,35-44,-0.232198506161898,0.0532401186038006,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,3,45-54,-0.196981163566353,0.0451652367809599,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,4,55-64,-0.163223452268996,0.0374250295635586,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,5,65-74,-0.135385341781923,0.0310421103599177,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,6,75+,-0.0777806751501618,0.0155381586118388,100 mg/d
ssb,DIAB,DIAB,1,20-34,0.292493553994423,0.0900155215801825,8 oz/d
ssb,DIAB,DIAB,2,35-44,0.280532025716418,0.0863343354749282,8 oz/d
ssb,DIAB,DIAB,3,45-54,0.237983980847478,0.0732400829733237,8 oz/d
ssb,DIAB,DIAB,4,55-64,0.197199398335157,0.0606885398123196,8 oz/d
ssb,DIAB,DIAB,5,65-74,0.16356661724564,0.0503379789516766,8 oz/d
ssb,DIAB,DIAB,6,75+,0.0938575508208909,0.0249826879315879,8 oz/d
ssb,IHD,Ischemic heart disease,1,20-34,0.281788669740252,0.0522405810613739,8 oz/d
ssb,IHD,Ischemic heart disease,2,35-44,0.270264917864394,0.0501042017152602,8 oz/d
ssb,IHD,Ischemic heart disease,3,45-54,0.229274076186236,0.0425049416405537,8 oz/d
ssb,IHD,Ischemic heart disease,4,55-64,0.189982156432417,0.0352206433724634,8 oz/d
ssb,IHD,Ischemic heart disease,5,65-74,0.157580291456408,0.0292136869700673,8 oz/d
ssb,IHD,Ischemic heart disease,6,75+,0.0903848975304928,0.0144559387410415,8 oz/d
veg_exc_sta,HSTK,Hemorrhagic stroke,1,20-34,-0.274254469369838,0.111300351211622,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,2,35-44,-0.263038828731142,0.106748721679317,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,3,45-54,-0.223143961617326,0.0905582372306545,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,4,55-64,-0.184902592251627,0.0750387897226688,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,5,65-74,-0.153367057860625,0.0622407629068084,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,6,75+,-0.0884301823315784,0.0306684840736879,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,1,20-34,-0.0755972359979193,0.0233640042223089,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,2,35-44,-0.0725056858978259,0.0224085329191775,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,3,45-54,-0.0615088124786303,0.0190098504990246,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,4,55-64,-0.0509677196334893,0.0157520311556242,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,5,65-74,-0.0422750655405409,0.0130654883971521,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,6,75+,-0.0240559493564085,0.00633708261186333,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,1,20-34,-0.280364871970776,0.082336115164907,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,2,35-44,-0.268899346326058,0.0789689785001964,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,3,45-54,-0.22811561967848001,0.0669918231935962,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,4,55-64,-0.189022230787366,0.0555110775948365,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,5,65-74,-0.15678408319262,0.0460435440397023,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,6,75+,-0.0905360287877962,0.0229361736872198,100 g/d
veg_exc_sta,OSTK,unidentified stroke,1,20-34,-0.276301015695511,0.07899263958176808,100 g/d
veg_exc_sta,OSTK,unidentified stroke,2,35-44,-0.2643526150930792,0.08468916489871273,100 g/d
veg_exc_sta,OSTK,unidentified stroke,3,45-54,-0.2243621735027163,0.07031163061829762,100 g/d
veg_exc_sta,OSTK,unidentified stroke,4,55-64,-0.1863953766488007,0.0519040270020942,100 g/d
veg_exc_sta,OSTK,unidentified stroke,5,65-74,-0.15493721843712444,0.03974066255095097,100 g/d
veg_exc_sta,OSTK,unidentified stroke,6,75+,-0.08977919457405087,0.01836768212458888,100 g/d
