risk_factor,outcome,outcome_label,Age,Age_label,logRR,logRR_se,RR_unit
fruit_exc_juice,HSTK,Hemorrhagic stroke,3,45-54,-0.379438875296577,0.106790141432825,100 g/d
fruit_exc_juice,HSTK,Hemorrhagic stroke,4,55-64,-0.314412414007852,0.0884889460361448,100 g/d
fruit_exc_juice,HSTK,Hemorrhagic stroke,5,65-74,-0.26078870125097797,0.0733969661619586,100 g/d
fruit_exc_juice,HSTK,Hemorrhagic stroke,6,75+,-0.149732669987616,0.0360329969483038,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,1,20-34,-0.093566754668598,0.0280632717301771,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,2,35-44,-0.0897403408329244,0.0269156238118224,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,3,45-54,-0.076129502503282,0.0228333548919145,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,4,55-64,-0.0630827841258089,0.0189202812333173,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,5,65-74,-0.0523238797532169,0.0156933866167792,100 g/d
fruit_exc_juice,IHD,Ischemic heart disease,6,75+,-0.0301348578940046,0.00778377579709192,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,1,20-34,-0.190831373711564,0.0426844669625658,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,2,35-44,-0.183027321821159,0.0409388850458646,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,3,45-54,-0.155267729378189,0.0347297204652166,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,4,55-64,-0.128658671500533,0.0287779032676918,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,5,65-74,-0.106715658639555,0.0238697700330629,100 g/d
fruit_exc_juice,ISTK,Ischemic stroke,6,75+,-0.061073688696324,0.0119107936777688,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,1,20-34,-0.37406990437235826,0.08845370657895624,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,2,35-44,-0.38803859535256274,0.09809306869586706,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,3,45-54,-0.3245099258474757,0.08107108226713167,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,4,55-64,-0.2471030405941447,0.057379772573348,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,5,65-74,-0.18999045016849817,0.04115866219351768,100 g/d
fruit_exc_juice,OSTK,unidentified stroke,6,75+,-0.09293743175267702,0.01503078316111963,100 g/d
gr_whole,DIAB,DIAB,1,20-34,-0.189384497097455,0.0437754785600871,50 g/d
gr_whole,DIAB,DIAB,2,35-44,-0.181639615247887,0.0419852797077401,50 g/d
gr_whole,DIAB,DIAB,3,45-54,-0.154090495036719,0.035617409371803,50 g/d
gr_whole,DIAB,DIAB,4,55-64,-0.127683186079159,0.0295134641977353,50 g/d
gr_whole,DIAB,DIAB,5,65-74,-0.105906544352728,0.0244798794660582,50 g/d
gr_whole,DIAB,DIAB,6,75+,-0.0609882569566577,0.0120860323931473,50 g/d
gr_whole,IHD,Ischemic heart disease,1,20-34,-0.0433898536904234,0.0196208241345292,50 g/d
gr_whole,IHD,Ischemic heart disease,2,35-44,-0.0416154249729057,0.0188184302372352,50 g/d
gr_whole,IHD,Ischemic heart disease,3,45-54,-0.0353036501783334,0.0159642555238416,50 g/d
gr_whole,IHD,Ischemic heart disease,4,55-64,-0.0292534755886113,0.0132283760148877,50 g/d
gr_whole,IHD,Ischemic heart disease,5,65-74,-0.0242642324728329,0.0109722480630043,50 g/d
gr_whole,IHD,Ischemic heart disease,6,75+,-0.0140358048320824,0.00544030564855824,50 g/d
gr_whole,ISTK,Ischemic stroke,1,20-34,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,2,35-44,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,3,45-54,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,4,55-64,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,5,65-74,-0.210721031,0.06528912602040816,50 g/d
gr_whole,ISTK,Ischemic stroke,6,75+,-0.210721031,0.06528912602040816,50 g/d
leg_tot,HSTK,Hemorrhagic stroke,1,20-34,-0.278344372389415,0.104826152509799,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,2,35-44,-0.266961475105384,0.100539285430518,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,3,45-54,-0.226471663676351,0.0852905807000534,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,4,55-64,-0.187660008282494,0.0706738795519437,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,5,65-74,-0.155654190662832,0.0586202975441649,100 g/d
leg_tot,HSTK,Hemorrhagic stroke,6,75+,-0.0894520375689946,0.0293424471001987,100 g/d
leg_tot,IHD,Ischemic heart disease,1,20-34,-0.0757967151112716,0.0243540762448255,100 g/d
leg_tot,IHD,Ischemic heart disease,2,35-44,-0.0726970073098454,0.0233581159314822,100 g/d
leg_tot,IHD,Ischemic heart disease,3,45-54,-0.0616711163408631,0.0198154110935282,100 g/d
leg_tot,IHD,Ischemic heart disease,4,55-64,-0.0511022086182764,0.016419538539915,100 g/d
leg_tot,IHD,Ischemic heart disease,5,65-74,-0.042386617140009,0.0136191509628429,100 g/d
leg_tot,IHD,Ischemic heart disease,6,75+,-0.0243142071915618,0.00673766549951628,100 g/d
leg_tot,ISTK,Ischemic stroke,1,20-34,-0.281724913960445,0.0808684221224116,100 g/d
leg_tot,ISTK,Ischemic stroke,2,35-44,-0.270203769378159,0.0775613067866893,100 g/d
leg_tot,ISTK,Ischemic stroke,3,45-54,-0.229222202036966,0.0657976518070983,100 g/d
leg_tot,ISTK,Ischemic stroke,4,55-64,-0.189939172232435,0.0545215577200624,100 g/d
leg_tot,ISTK,Ischemic stroke,5,65-74,-0.157544638304089,0.0452227889056575,100 g/d
leg_tot,ISTK,Ischemic stroke,6,75+,-0.0903738583741574,0.0225831039924429,100 g/d
leg_tot,OSTK,unidentified stroke,1,20-34,-0.2794766111931093,0.07479339409788702,100 g/d
leg_tot,OSTK,unidentified stroke,2,35-44,-0.2676883190962039,0.07991524710504781,100 g/d
leg_tot,OSTK,unidentified stroke,3,45-54,-0.22714563169283708,0.06637942350675581,100 g/d
leg_tot,OSTK,unidentified stroke,4,55-64,-0.1884858818035704,0.04920501077982563,100 g/d
leg_tot,OSTK,unidentified stroke,5,65-74,-0.15652287206546742,0.03789031500642365,100 g/d
leg_tot,OSTK,unidentified stroke,6,75+,-0.09004255904213368,0.01790245371246959,100 g/d
pf_ns,DIAB,DIAB,1,20-34,-0.0445283682287407,0.0119117519400668,1 oz/wk
pf_ns,DIAB,DIAB,2,35-44,-0.0427073799421008,0.0114246206658015,1 oz/wk
pf_ns,DIAB,DIAB,3,45-54,-0.0362299893006193,0.00969185852765431,1 oz/wk
pf_ns,DIAB,DIAB,4,55-64,-0.0300210630410045,0.00803091310430591,1 oz/wk
pf_ns,DIAB,DIAB,5,65-74,-0.0249009062359788,0.00666122361911286,1 oz/wk
pf_ns,DIAB,DIAB,6,75+,-0.0142461482782143,0.00329251665310851,1 oz/wk
pf_ns,IHD,Ischemic heart disease,1,20-34,-0.128932441068711,0.0251619375401892,1 oz/wk
pf_ns,IHD,Ischemic heart disease,2,35-44,-0.12365974695722,0.0241329397270541,1 oz/wk
pf_ns,IHD,Ischemic heart disease,3,45-54,-0.104904382222727,0.0204727180475368,1 oz/wk
pf_ns,IHD,Ischemic heart disease,4,55-64,-0.0869263594271136,0.0169641992998134,1 oz/wk
pf_ns,IHD,Ischemic heart disease,5,65-74,-0.0721008820564779,0.0140709186598802,1 oz/wk
pf_ns,IHD,Ischemic heart disease,6,75+,-0.0413317762025281,0.00694781836232892,1 oz/wk
pf_pm,DIAB,DIAB,1,20-34,0.61118590511178,0.143606315330466,50 g/d
pf_pm,DIAB,DIAB,2,35-44,0.586191448354445,0.137733532910931,50 g/d
pf_pm,DIAB,DIAB,3,45-54,0.497284308491611,0.116843609476037,50 g/d
pf_pm,DIAB,DIAB,4,55-64,0.412062047566593,0.0968194977070732,50 g/d
pf_pm,DIAB,DIAB,5,65-74,0.341783979995862,0.0803067243463518,50 g/d
pf_pm,DIAB,DIAB,6,75+,0.19636342279914001,0.0397000570469333,50 g/d
pf_pm,HSTK,Hemorrhagic stroke,1,20-34,0.165514438,0.00432386683673469,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,2,35-44,0.165514438,0.00432386683673469,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,3,45-54,0.165514438,0.00432386683673469,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,4,55-64,0.165514438,0.00432386683673469,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,5,65-74,0.165514438,0.00432386683673469,150 g/wk
pf_pm,HSTK,Hemorrhagic stroke,6,75+,0.165514438,0.00432386683673469,150 g/wk
pf_pm,IHD,Ischemic heart disease,1,20-34,0.467525808355627,0.164209898199735,50 g/d
pf_pm,IHD,Ischemic heart disease,2,35-44,0.448406333410036,0.157494531949708,50 g/d
pf_pm,IHD,Ischemic heart disease,3,45-54,0.380396940383611,0.133607475222777,50 g/d
pf_pm,IHD,Ischemic heart disease,4,55-64,0.315206290377413,0.110710450481526,50 g/d
pf_pm,IHD,Ischemic heart disease,5,65-74,0.261447180299984,0.0918285452789624,50 g/d
pf_pm,IHD,Ischemic heart disease,6,75+,0.151019391343528,0.0462241803493064,50 g/d
pf_pm,ISTK,Ischemic stroke,1,20-34,0.165514438,0.00432386683673469,150 g/wk
pf_pm,ISTK,Ischemic stroke,2,35-44,0.165514438,0.00432386683673469,150 g/wk
pf_pm,ISTK,Ischemic stroke,3,45-54,0.165514438,0.00432386683673469,150 g/wk
pf_pm,ISTK,Ischemic stroke,4,55-64,0.165514438,0.00432386683673469,150 g/wk
pf_pm,ISTK,Ischemic stroke,5,65-74,0.165514438,0.00432386683673469,150 g/wk
pf_pm,ISTK,Ischemic stroke,6,75+,0.165514438,0.00432386683673469,150 g/wk
pf_pm,OSTK,Other stroke,1,20-34,0.165514438,0.00432386683673469,150 g/wk
pf_pm,OSTK,Other stroke,2,35-44,0.165514438,0.00432386683673469,150 g/wk
pf_pm,OSTK,Other stroke,3,45-54,0.165514438,0.00432386683673469,150 g/wk
pf_pm,OSTK,Other stroke,4,55-64,0.165514438,0.00432386683673469,150 g/wk
pf_pm,OSTK,Other stroke,5,65-74,0.165514438,0.00432386683673469,150 g/wk
pf_pm,OSTK,Other stroke,6,75+,0.165514438,0.00432386683673469,150 g/wk
pf_redm,DIAB,DIAB,1,20-34,0.255812928255117,0.107207847877527,100 g/d
pf_redm,DIAB,DIAB,2,35-44,0.24535145471693,0.102823581330458,100 g/d
pf_redm,DIAB,DIAB,3,45-54,0.208139216016923,0.087228419455942,100 g/d
pf_redm,DIAB,DIAB,4,55-64,0.172469289833395,0.0722796205575818,100 g/d
pf_redm,DIAB,DIAB,5,65-74,0.143054281884068,0.0599521759711895,100 g/d
pf_redm,DIAB,DIAB,6,75+,0.0818832276425882,0.0294802159509519,100 g/d
pf_redm,HSTK,Hemorrhagic stroke,1,20-34,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,2,35-44,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,3,45-54,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,4,55-64,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,5,65-74,0.139761942,0.01104510331632653,300 g/wk
pf_redm,HSTK,Hemorrhagic stroke,6,75+,0.139761942,0.01104510331632653,300 g/wk
pf_redm,IHD,Ischemic heart disease,1,20-34,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,2,35-44,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,3,45-54,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,4,55-64,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,5,65-74,0.058268908,0.01444359540816326,300 g/wk
pf_redm,IHD,Ischemic heart disease,6,75+,0.058268908,0.01444359540816326,300 g/wk
pf_redm,ISTK,Ischemic stroke,1,20-34,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,2,35-44,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,3,45-54,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,4,55-64,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,5,65-74,0.139761942,0.01104510331632653,300 g/wk
pf_redm,ISTK,Ischemic stroke,6,75+,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,1,20-34,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,2,35-44,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,3,45-54,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,4,55-64,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,5,65-74,0.139761942,0.01104510331632653,300 g/wk
pf_redm,OSTK,Other stroke,6,75+,0.139761942,0.01104510331632653,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,1,20-34,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,2,35-44,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,3,45-54,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,4,55-64,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,5,65-74,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,HSTK,Hemorrhagic stroke,6,75+,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,IHD,Ischemic heart disease,1,20-34,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,2,35-44,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,3,45-54,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,4,55-64,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,5,65-74,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,IHD,Ischemic heart disease,6,75+,-0.051293294,0.02687768265306122,300 g/wk
pf_seafood,ISTK,Ischemic stroke,1,20-34,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,2,35-44,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,3,45-54,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,4,55-64,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,5,65-74,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,ISTK,Ischemic stroke,6,75+,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,1,20-34,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,2,35-44,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,3,45-54,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,4,55-64,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,5,65-74,-0.061875404,0.03261055408163265,300 g/wk
pf_seafood,OSTK,Other stroke,6,75+,-0.061875404,0.03261055408163265,300 g/wk
pufa_rep_carb,IHD,Ischemic heart disease,1,20-34,-0.155556273856627,0.0364017075709115,5% E
pufa_rep_carb,IHD,Ischemic heart disease,2,35-44,-0.149194797703916,0.0349130591937735,5% E
pufa_rep_carb,IHD,Ischemic heart disease,3,45-54,-0.12656655434843,0.0296178263044268,5% E
pufa_rep_carb,IHD,Ischemic heart disease,4,55-64,-0.104876169723627,0.0245420616397344,5% E
pufa_rep_carb,IHD,Ischemic heart disease,5,65-74,-0.0869893136398827,0.0203563602959008,5% E
pufa_rep_carb,IHD,Ischemic heart disease,6,75+,-0.0500265746368407,0.0100730283626858,5% E
pufa_rep_carbsfa,IHD,Ischemic heart disease,1,20-34,-0.156819280840835,0.0386158176465906,5% E
pufa_rep_carbsfa,IHD,Ischemic heart disease,2,35-44,-0.15040615399856,0.037036623204696,5% E
pufa_rep_carbsfa,IHD,Ischemic heart disease,3,45-54,-0.127594185302464,0.0314193112351157,5% E
pufa_rep_carbsfa,IHD,Ischemic heart disease,4,55-64,-0.105727690086991,0.0260348165015391,5% E
pufa_rep_carbsfa,IHD,Ischemic heart disease,5,65-74,-0.0876956053756947,0.0215945226086854,5% E
pufa_rep_carbsfa,IHD,Ischemic heart disease,6,75+,-0.0503889888897644,0.0107173396826739,5% E
pufa_rep_sfa,IHD,Ischemic heart disease,1,20-34,-0.13911989461862,0.0382479205523174,5% E
pufa_rep_sfa,IHD,Ischemic heart disease,2,35-44,-0.133430584441393,0.0366837712676116,5% E
pufa_rep_sfa,IHD,Ischemic heart disease,3,45-54,-0.113193285405025,0.0311199760400604,5% E
pufa_rep_sfa,IHD,Ischemic heart disease,4,55-64,-0.0937947491169853,0.025786779973386,5% E
pufa_rep_sfa,IHD,Ischemic heart disease,5,65-74,-0.077797853127291,0.0213887892433411,5% E
pufa_rep_sfa,IHD,Ischemic heart disease,6,75+,-0.0444190206713609,0.0106756013145354,5% E
sat_fat,IHD,Ischemic heart disease,1,20-34,0.141730898201735,0.036361463351118,5% E
sat_fat,IHD,Ischemic heart disease,2,35-44,0.135934810993812,0.0348744607619521,5% E
sat_fat,IHD,Ischemic heart disease,3,45-54,0.115317698125343,0.0295850820627101,5% E
sat_fat,IHD,Ischemic heart disease,4,55-64,0.0955550899129099,0.0245149289531457,5% E
sat_fat,IHD,Ischemic heart disease,5,65-74,0.079257964018195,0.0203338551473072,5% E
sat_fat,IHD,Ischemic heart disease,6,75+,0.0456530515637435,0.00987151503629348,5% E
sea_omega3_fa,IHD,Ischemic heart disease,1,20-34,-0.241309788317041,0.0565194408966984,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,2,35-44,-0.231441420904168,0.0542080775134363,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,3,45-54,-0.1963389047618,0.0459863862166565,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,4,55-64,-0.162691260777022,0.0381054542462872,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,5,65-74,-0.134943916692374,0.0316064871510436,100 mg/d
sea_omega3_fa,IHD,Ischemic heart disease,6,75+,-0.0769103771778586,0.0156038433251118,100 mg/d
ssb,DIAB,DIAB,1,20-34,0.292739448311375,0.0871730977363568,8 oz/d
ssb,DIAB,DIAB,2,35-44,0.28076786418159,0.083608152596832,8 oz/d
ssb,DIAB,DIAB,3,45-54,0.238184049900682,0.0709273778474448,8 oz/d
ssb,DIAB,DIAB,4,55-64,0.197365180488968,0.0587721752833883,8 oz/d
ssb,DIAB,DIAB,5,65-74,0.163704124896918,0.0487484545106634,8 oz/d
ssb,DIAB,DIAB,6,75+,0.093811134889747,0.0243016137371412,8 oz/d
ssb,IHD,Ischemic heart disease,1,20-34,0.280059229170747,0.0559109022331533,8 oz/d
ssb,IHD,Ischemic heart disease,2,35-44,0.268606202792921,0.0536244250476649,8 oz/d
ssb,IHD,Ischemic heart disease,3,45-54,0.227866936966417,0.0454912558054994,8 oz/d
ssb,IHD,Ischemic heart disease,4,55-64,0.188816166156374,0.0376951769711953,8 oz/d
ssb,IHD,Ischemic heart disease,5,65-74,0.156613163327195,0.0312661835467421,8 oz/d
ssb,IHD,Ischemic heart disease,6,75+,0.0900071491986592,0.0154608864155776,8 oz/d
veg_exc_sta,HSTK,Hemorrhagic stroke,1,20-34,-0.274254469369838,0.111300351211622,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,2,35-44,-0.263038828731142,0.106748721679317,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,3,45-54,-0.223143961617326,0.0905582372306545,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,4,55-64,-0.184902592251627,0.0750387897226688,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,5,65-74,-0.153367057860625,0.0622407629068084,100 g/d
veg_exc_sta,HSTK,Hemorrhagic stroke,6,75+,-0.0884301823315784,0.0306684840736879,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,1,20-34,-0.0755972359979193,0.0233640042223089,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,2,35-44,-0.0725056858978259,0.0224085329191775,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,3,45-54,-0.0615088124786303,0.0190098504990246,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,4,55-64,-0.0509677196334893,0.0157520311556242,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,5,65-74,-0.0422750655405409,0.0130654883971521,100 g/d
veg_exc_sta,IHD,Ischemic heart disease,6,75+,-0.0240559493564085,0.00633708261186333,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,1,20-34,-0.280364871970776,0.082336115164907,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,2,35-44,-0.268899346326058,0.0789689785001964,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,3,45-54,-0.22811561967848001,0.0669918231935962,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,4,55-64,-0.189022230787366,0.0555110775948365,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,5,65-74,-0.15678408319262,0.0460435440397023,100 g/d
veg_exc_sta,ISTK,Ischemic stroke,6,75+,-0.0905360287877962,0.0229361736872198,100 g/d
veg_exc_sta,OSTK,unidentified stroke,1,20-34,-0.276301015695511,0.07899263958176808,100 g/d
veg_exc_sta,OSTK,unidentified stroke,2,35-44,-0.2643526150930792,0.08468916489871273,100 g/d
veg_exc_sta,OSTK,unidentified stroke,3,45-54,-0.2243621735027163,0.07031163061829762,100 g/d
veg_exc_sta,OSTK,unidentified stroke,4,55-64,-0.1863953766488007,0.0519040270020942,100 g/d
veg_exc_sta,OSTK,unidentified stroke,5,65-74,-0.15493721843712444,0.03974066255095097,100 g/d
veg_exc_sta,OSTK,unidentified stroke,6,75+,-0.08977919457405087,0.01836768212458888,100 g/d
